user_id,experiment_group,experiment_start_month
1921-KYSAY,control,1900-12-01
6198-RTPMF,control,1900-05-01
2924-KHUVI,discount,1900-06-01
1925-GMVBW,control,1900-11-01
7881-EVUAD,control,1900-08-01
6184-DYUOB,discount,1900-01-01
9207-ZPANB,discount,1900-04-01
5766-XQXMQ,control,1900-12-01
9327-QSDED,control,1900-05-01
1656-DRSMG,control,1900-12-01
3012-VFFMN,discount,1900-08-01
2984-AFWNC,control,1900-09-01
0640-YJTPY,discount,1900-11-01
8096-LOIST,discount,1900-08-01
9764-REAFF,control,1900-04-01
3703-VAVCL,discount,1900-01-01
7107-UBYKY,discount,1900-12-01
4881-GQJTW,control,1900-11-01
8519-QJGJD,discount,1900-01-01
7876-DNYAP,control,1900-03-01
7905-NJMXS,control,1900-07-01
2882-WDTBA,control,1900-08-01
2091-GPPIQ,control,1900-01-01
6326-MTTXK,discount,1900-08-01
5071-FBJFS,control,1900-12-01
2796-UUZZO,control,1900-11-01
2429-AYKKO,discount,1900-10-01
9798-OPFEM,discount,1900-06-01
0330-IVZHA,control,1900-04-01
3794-NFNCH,control,1900-08-01
5193-QLVZB,control,1900-08-01
7114-AEOZE,discount,1900-05-01
2886-KEFUM,discount,1900-11-01
5522-NYKPB,control,1900-01-01
4237-RLAQD,control,1900-09-01
9957-YODKZ,control,1900-04-01
6518-KZXCB,discount,1900-06-01
2245-ADZFJ,discount,1900-01-01
7776-QGYJC,discount,1900-12-01
9313-QOLTZ,discount,1900-02-01
9651-GTSAQ,control,1900-03-01
3186-BAXNB,discount,1900-04-01
4672-FOTSD,control,1900-05-01
0637-YLETY,discount,1900-07-01
9818-XQCUV,discount,1900-04-01
7338-ERIVA,control,1900-02-01
1157-BQCUW,discount,1900-03-01
8259-NFJTV,discount,1900-12-01
3223-DWFIO,control,1900-09-01
2660-EMUBI,discount,1900-04-01
6968-GMKPR,control,1900-03-01
4751-ERMAN,discount,1900-08-01
1436-ZMJAN,discount,1900-04-01
3292-PBZEJ,control,1900-12-01
0799-DDIHE,control,1900-03-01
3070-FNFZQ,control,1900-09-01
2812-SFXMJ,control,1900-03-01
7675-OZCZG,discount,1900-04-01
5014-WUQMG,control,1900-06-01
5312-TSZVC,control,1900-11-01
2003-CKLOR,discount,1900-06-01
0993-OSGPT,discount,1900-08-01
9254-RBFON,control,1900-10-01
1205-WNWPJ,control,1900-11-01
9391-EOYLI,control,1900-07-01
7108-DGVUU,control,1900-01-01
2782-JEEBU,control,1900-07-01
5127-BZENZ,discount,1900-03-01
2720-FVBQP,control,1900-01-01
9906-NHHVC,control,1900-06-01
4522-XRWWI,control,1900-11-01
3766-EJLFL,discount,1900-07-01
5939-SXWHM,discount,1900-08-01
8152-UOBNY,discount,1900-04-01
7351-KYHQH,discount,1900-06-01
7643-RCHXS,discount,1900-09-01
8246-SHFGA,control,1900-10-01
8387-MOJJT,control,1900-02-01
0620-XEFWH,control,1900-02-01
6485-QXWWE,control,1900-02-01
2761-OCIAX,control,1900-08-01
7321-VGNKU,discount,1900-12-01
5327-CNLUQ,discount,1900-08-01
7552-KEYGT,discount,1900-09-01
5816-JMLGY,discount,1900-06-01
3068-OMWZA,discount,1900-03-01
2927-QRRQV,control,1900-08-01
6032-KRXXO,control,1900-07-01
7459-RRWQZ,control,1900-04-01
6265-SXWBU,discount,1900-09-01
7941-RCJOW,discount,1900-02-01
6374-NTQLP,discount,1900-04-01
4154-AQUGT,discount,1900-02-01
2387-KDZQY,control,1900-05-01
3584-WKTTW,discount,1900-04-01
3399-BMLVW,discount,1900-10-01
1971-DTCZB,discount,1900-07-01
3092-IGHWF,control,1900-04-01
3374-PZLXD,discount,1900-04-01
3813-DHBBB,control,1900-01-01
2812-REYAT,discount,1900-11-01
6518-PPLMZ,control,1900-04-01
4939-KYYPY,control,1900-09-01
8017-LXHFA,discount,1900-03-01
5930-GBIWP,discount,1900-05-01
6022-KOUQO,control,1900-02-01
6352-TWCAU,discount,1900-07-01
2361-UPSND,discount,1900-06-01
6035-RIIOM,control,1900-09-01
2929-QNSRW,control,1900-09-01
1262-OPMFY,discount,1900-11-01
9504-DSHWM,control,1900-03-01
5035-BVCXS,control,1900-05-01
6267-DCFFZ,discount,1900-11-01
3533-UVMOM,control,1900-11-01
2439-LYPMQ,control,1900-06-01
4248-QPAVC,control,1900-12-01
1899-VXWXM,control,1900-02-01
1478-VPOAD,discount,1900-06-01
9995-HOTOH,discount,1900-08-01
2988-PLAHS,discount,1900-03-01
1371-OJCEK,control,1900-02-01
4999-IEZLT,control,1900-11-01
8883-ANODQ,control,1900-08-01
4690-LLKUA,discount,1900-10-01
2351-RRBUE,discount,1900-05-01
5980-BDHPY,control,1900-06-01
1498-DQNRX,control,1900-03-01
9469-WEJBT,control,1900-12-01
3331-HQDTW,control,1900-01-01
9490-DFPMD,control,1900-08-01
2581-VKIRT,control,1900-10-01
5442-XSDCW,discount,1900-12-01
7426-WEIJX,control,1900-01-01
2851-MMUTZ,control,1900-11-01
3049-NDXFL,control,1900-02-01
8580-AECUZ,discount,1900-10-01
3307-TLCUD,control,1900-10-01
6625-FLENO,control,1900-12-01
2967-MXRAV,control,1900-01-01
7963-GQRMY,discount,1900-02-01
8189-HBVRW,control,1900-06-01
4163-KIUHY,discount,1900-06-01
1228-FZFRV,discount,1900-08-01
3500-NSDOA,control,1900-09-01
1171-TYKUR,discount,1900-09-01
3761-FLYZI,control,1900-06-01
2058-DCJBE,discount,1900-04-01
5364-XYIRR,discount,1900-09-01
4829-AUOAX,discount,1900-07-01
1219-NNDDO,discount,1900-11-01
8388-DMKAE,control,1900-11-01
4403-BWPAY,discount,1900-01-01
9659-QEQSY,control,1900-01-01
5405-ZMYXQ,discount,1900-06-01
5047-LHVLY,control,1900-08-01
1442-OKRJE,control,1900-03-01
4737-AQCPU,control,1900-03-01
9158-VCTQB,discount,1900-05-01
2808-CHTDM,control,1900-01-01
6311-UEUME,discount,1900-01-01
0793-TWELN,discount,1900-11-01
3283-WCWXT,discount,1900-07-01
1060-ENTOF,discount,1900-01-01
0999-QXNSA,control,1900-12-01
5451-MHQOF,control,1900-06-01
4836-WNFNO,control,1900-12-01
9225-BZLNZ,control,1900-12-01
0354-VXMJC,discount,1900-09-01
4422-QVIJA,control,1900-08-01
9365-SRSZE,discount,1900-09-01
6839-ITVZJ,discount,1900-07-01
8332-OSJDW,discount,1900-02-01
4735-BJKOU,discount,1900-11-01
0274-JKUJR,discount,1900-07-01
5740-YHGTW,discount,1900-02-01
8917-SZTTJ,control,1900-05-01
1696-MZVAU,discount,1900-12-01
7359-WWYJV,control,1900-04-01
0375-HVGXO,control,1900-07-01
4906-ZHGPK,discount,1900-06-01
8593-WHYHV,control,1900-05-01
3795-GWTRD,discount,1900-09-01
1298-PHBTI,control,1900-01-01
6223-DHJGV,discount,1900-10-01
6961-MJKBO,control,1900-06-01
6097-EQISJ,discount,1900-12-01
4423-YLHDV,discount,1900-06-01
8158-WPEZG,discount,1900-01-01
0107-YHINA,control,1900-01-01
4918-FYJNT,control,1900-04-01
0727-BNRLG,discount,1900-01-01
4854-CIDCF,control,1900-06-01
8640-SDGKB,discount,1900-11-01
3280-MRDOF,control,1900-01-01
6435-SRWBJ,discount,1900-10-01
9964-WBQDJ,discount,1900-07-01
6303-KFWSL,discount,1900-02-01
1702-CCFNJ,control,1900-10-01
8932-CZHRQ,discount,1900-03-01
0386-CWRGM,discount,1900-03-01
5515-RUGKN,control,1900-03-01
0404-AHASP,discount,1900-09-01
7279-NMVJC,control,1900-02-01
2081-VEYEH,control,1900-12-01
6407-UTSLV,control,1900-11-01
4116-TZAQJ,control,1900-03-01
9060-HJJRW,discount,1900-06-01
2587-YNLES,control,1900-04-01
7398-SKNQZ,discount,1900-07-01
5935-FCCNB,control,1900-06-01
1958-RNRKS,control,1900-02-01
5136-RGMZO,control,1900-10-01
8345-MVDYC,control,1900-02-01
8226-BXGES,control,1900-04-01
3877-JRJIP,discount,1900-07-01
8375-DKEBR,control,1900-09-01
9705-IOVQQ,discount,1900-10-01
1015-OWJKI,discount,1900-01-01
7511-YMXVQ,discount,1900-05-01
2040-XBAVJ,discount,1900-06-01
7551-JOHTI,control,1900-08-01
8887-IPQNC,discount,1900-12-01
8646-JCOMS,discount,1900-06-01
9804-ICWBG,discount,1900-04-01
1222-KJNZD,control,1900-11-01
0106-GHRQR,control,1900-02-01
5318-IXUZF,control,1900-06-01
3768-VHXQO,discount,1900-11-01
8952-WCVCD,discount,1900-03-01
2418-TPEUN,discount,1900-06-01
3963-RYFNS,control,1900-03-01
3198-VELRD,control,1900-08-01
8540-ZQGEA,control,1900-11-01
1320-REHCS,control,1900-12-01
4137-JOPHL,control,1900-07-01
9436-ZBZCT,discount,1900-05-01
7801-CEDNV,discount,1900-10-01
2057-BOYKM,control,1900-03-01
3658-QQJYD,control,1900-06-01
1803-BGNBD,discount,1900-04-01
0134-XWXCE,discount,1900-06-01
6950-TWMYB,control,1900-05-01
5848-FHRFC,discount,1900-12-01
2243-FNMMI,control,1900-11-01
2511-MORQY,discount,1900-08-01
5356-KZCKT,control,1900-07-01
9470-XCCEM,discount,1900-07-01
6519-CFDBX,control,1900-07-01
3902-MIVLE,discount,1900-05-01
0409-WTMPL,control,1900-04-01
8763-KIAFH,control,1900-09-01
3669-WHAFY,control,1900-05-01
3055-VTCGS,control,1900-08-01
3144-KMTWZ,control,1900-05-01
7279-BUYWN,control,1900-01-01
7156-MHUGY,control,1900-02-01
7198-GLXTC,discount,1900-12-01
2007-QVGAW,discount,1900-11-01
5207-PLSTK,discount,1900-03-01
2307-FYNNL,discount,1900-03-01
5605-XNWEN,control,1900-04-01
2155-AMQRX,discount,1900-06-01
6181-AXXYF,control,1900-03-01
5091-HFAZW,discount,1900-08-01
0516-VRYBW,control,1900-03-01
2519-LBNQL,control,1900-04-01
8623-ULFNQ,control,1900-04-01
8380-PEFPE,control,1900-06-01
5687-DKDTV,control,1900-10-01
1568-LJSZU,control,1900-05-01
7530-HDYDS,discount,1900-08-01
7789-HKSBS,discount,1900-04-01
7416-CKTEP,control,1900-08-01
2586-CWXVV,discount,1900-09-01
3096-IZETN,discount,1900-10-01
2348-KCJLT,control,1900-10-01
8401-EMUWF,discount,1900-02-01
4193-IBKSW,discount,1900-01-01
5377-NDTOU,control,1900-05-01
5922-ABDVO,control,1900-12-01
2474-LCNUE,discount,1900-09-01
0839-QNXME,discount,1900-01-01
3506-OVLKD,control,1900-08-01
9172-ANCRX,control,1900-01-01
6650-VJONK,control,1900-08-01
2178-PMGCJ,discount,1900-12-01
7492-TAFJD,discount,1900-09-01
2773-MADBQ,control,1900-02-01
6016-LVTJQ,discount,1900-04-01
7860-KSUGX,control,1900-01-01
8966-KZXXA,discount,1900-03-01
6910-HADCM,discount,1900-12-01
4816-LXZYW,control,1900-09-01
9606-PBKBQ,control,1900-02-01
5149-QYTTU,discount,1900-08-01
2070-XYMFH,discount,1900-05-01
2085-BOJKI,discount,1900-05-01
0817-HSUSE,control,1900-03-01
5442-PPTJY,discount,1900-12-01
1927-QEWMY,control,1900-01-01
1663-MHLHE,control,1900-06-01
5663-QBGIS,discount,1900-08-01
4450-MDZFX,control,1900-04-01
6701-DHKWQ,control,1900-06-01
7554-AKDQF,discount,1900-05-01
3536-IQCTX,discount,1900-10-01
4911-BANWH,discount,1900-11-01
8496-EJAUI,discount,1900-09-01
0794-YVSGE,discount,1900-10-01
5423-BHIXO,discount,1900-11-01
6908-VVYHM,control,1900-10-01
2959-EEXWB,discount,1900-04-01
1839-UMACK,control,1900-11-01
3030-YDNRM,control,1900-05-01
7321-KKSDU,control,1900-08-01
3402-XRIUO,discount,1900-07-01
3132-TVFDZ,control,1900-02-01
8286-AFUYI,control,1900-08-01
8080-DDEMJ,control,1900-12-01
8356-WUAOJ,discount,1900-12-01
6365-MTGZX,discount,1900-11-01
1349-WXNGG,control,1900-06-01
8058-DMYRU,discount,1900-08-01
9350-ZXYJC,control,1900-08-01
6990-YNRIO,control,1900-02-01
8958-JPTRR,control,1900-01-01
6959-GQEGV,control,1900-02-01
3173-WSSUE,discount,1900-11-01
1265-HVPZB,discount,1900-07-01
4115-UMJFQ,discount,1900-03-01
7369-TRPFD,discount,1900-02-01
1098-KFQEC,discount,1900-08-01
7190-XHTWJ,discount,1900-12-01
0621-TWIEM,discount,1900-02-01
3537-RYBHH,discount,1900-05-01
2485-ITVKB,discount,1900-11-01
3669-OYSJI,control,1900-12-01
1612-EOHDH,discount,1900-06-01
6702-OHFWR,control,1900-11-01
5296-BFCYD,discount,1900-04-01
4510-PYUSH,discount,1900-11-01
9359-JANWS,control,1900-12-01
7517-SAWMO,discount,1900-07-01
4143-HHPMK,control,1900-05-01
3279-DYZQM,control,1900-04-01
7054-LGEQW,discount,1900-04-01
0523-VNGTF,discount,1900-04-01
9575-IWCAZ,discount,1900-01-01
7105-MXJLL,discount,1900-10-01
7064-FRRSW,control,1900-11-01
7940-UQQUG,control,1900-12-01
0923-PNFUB,discount,1900-04-01
3961-SXAXY,discount,1900-11-01
7010-BRBUU,discount,1900-01-01
3566-HJGPK,discount,1900-06-01
3062-ICYZQ,discount,1900-06-01
9938-PRCVK,control,1900-08-01
0973-KYVNF,discount,1900-08-01
5129-HHMZC,control,1900-02-01
9637-CDTKZ,control,1900-06-01
3946-JEWRQ,discount,1900-05-01
7873-CVMAW,control,1900-01-01
0463-WZZKO,control,1900-11-01
3494-JCHRQ,discount,1900-07-01
6474-FVJLC,control,1900-12-01
4524-QCSSM,discount,1900-02-01
5832-EXGTT,control,1900-01-01
8840-DQLGN,discount,1900-11-01
2039-JONDJ,control,1900-03-01
7217-JYHOQ,control,1900-02-01
6695-FRVEC,discount,1900-03-01
4547-LYTDD,discount,1900-08-01
9894-QMIMJ,control,1900-12-01
8069-YQQAJ,discount,1900-12-01
6770-XUAGN,control,1900-09-01
4193-ORFCL,discount,1900-04-01
1636-NTNCO,control,1900-06-01
3466-WAESX,discount,1900-05-01
9281-PKKZE,control,1900-07-01
3638-VBZTA,control,1900-04-01
7459-IMVYU,control,1900-03-01
7776-QWNFX,discount,1900-07-01
6689-TCZHQ,control,1900-05-01
8563-OYMQY,discount,1900-12-01
0754-EEBDC,discount,1900-07-01
5777-ZPQNC,control,1900-07-01
1951-IEYXM,control,1900-06-01
3318-NMQXL,control,1900-12-01
3143-ILDAL,control,1900-03-01
1022-RKXDR,control,1900-05-01
2361-FJWNO,control,1900-04-01
2272-UOINI,control,1900-02-01
8232-UTFOZ,discount,1900-02-01
3750-YHRYO,discount,1900-01-01
6637-KYRCV,control,1900-01-01
5668-MEISB,control,1900-07-01
0129-QMPDR,discount,1900-12-01
7188-CBBBA,control,1900-12-01
5356-CSVSQ,discount,1900-01-01
3221-CJMSG,control,1900-05-01
4720-VSTSI,control,1900-10-01
3219-JQRSL,control,1900-11-01
2801-NISEI,discount,1900-07-01
3946-MHCZW,discount,1900-02-01
4623-ZKHLY,control,1900-05-01
6732-VAILE,discount,1900-10-01
8201-AAXCB,discount,1900-02-01
7696-CFTAT,discount,1900-11-01
1845-CSBRZ,control,1900-12-01
2123-VSCOT,discount,1900-03-01
6651-AZVTJ,discount,1900-12-01
4566-GOLUK,discount,1900-11-01
2484-DGXPZ,discount,1900-08-01
2018-QKYGT,control,1900-03-01
2792-VPPET,discount,1900-07-01
7409-JURKQ,control,1900-03-01
3247-MHJKM,control,1900-10-01
1964-SVLEA,discount,1900-06-01
4587-NUKOX,control,1900-03-01
7297-DVYGA,discount,1900-02-01
2239-CGBUZ,discount,1900-07-01
0854-UYHZD,discount,1900-12-01
7243-LCGGZ,control,1900-12-01
8267-KFGYD,discount,1900-12-01
4890-VMUAV,control,1900-03-01
9261-WDCAF,control,1900-02-01
3764-MNMOI,discount,1900-06-01
7442-YGZFK,control,1900-12-01
0420-BWTPW,discount,1900-12-01
8229-BUJHX,control,1900-03-01
7449-HVPIV,control,1900-09-01
5504-WSIUR,discount,1900-11-01
8183-ONMXC,control,1900-06-01
8466-PZBLH,control,1900-09-01
9614-RMGHA,control,1900-08-01
8735-IJJEG,discount,1900-06-01
0564-MUUQK,discount,1900-12-01
5054-IEXZT,control,1900-01-01
5834-ASPWA,discount,1900-06-01
0701-RFGFI,control,1900-03-01
0019-EFAEP,control,1900-05-01
5619-PTMIK,control,1900-10-01
3737-XBQDD,control,1900-05-01
5882-CMAZQ,discount,1900-09-01
5846-QFDFI,discount,1900-11-01
4445-KWOKW,control,1900-04-01
3511-APPBJ,discount,1900-11-01
7967-HYCDE,discount,1900-11-01
2430-RRYUW,control,1900-06-01
3948-XHGNA,discount,1900-10-01
3723-BFBGR,control,1900-01-01
0565-IYCGT,control,1900-02-01
5447-WZAFP,discount,1900-02-01
5110-CHOPY,control,1900-11-01
5445-UTODQ,discount,1900-02-01
4425-OWHWB,discount,1900-07-01
7892-QVYKW,discount,1900-03-01
9675-ICXCT,control,1900-12-01
1024-VRZHF,control,1900-12-01
4703-MQYKT,discount,1900-04-01
9497-QCMMS,control,1900-05-01
5692-ICXLW,control,1900-12-01
0602-DDUML,discount,1900-01-01
2208-MPXIO,control,1900-07-01
1960-UYCNN,discount,1900-04-01
0348-SDKOL,control,1900-05-01
3190-FZATL,discount,1900-02-01
7336-RLLRH,control,1900-04-01
4373-MAVJG,discount,1900-07-01
8901-HJXTF,discount,1900-09-01
7710-JSYOA,control,1900-06-01
5419-KLXBN,control,1900-06-01
3424-NMNBO,control,1900-10-01
9885-MFVSU,control,1900-08-01
4514-GFCFI,control,1900-03-01
0607-MVMGC,control,1900-03-01
3365-SAIGS,control,1900-02-01
9828-AOQLM,control,1900-02-01
8022-BECSI,discount,1900-04-01
8000-REIQB,control,1900-11-01
9993-LHIEB,control,1900-05-01
0266-CLZKZ,discount,1900-04-01
7615-ESMYF,discount,1900-10-01
3858-VOBET,control,1900-09-01
7020-OZKXZ,control,1900-08-01
3977-QCRSL,control,1900-11-01
0017-DINOC,control,1900-04-01
1447-PJGGA,discount,1900-06-01
8565-CLBZW,discount,1900-10-01
9139-WQQDY,discount,1900-05-01
0224-HJAPT,control,1900-02-01
8086-OVPWV,control,1900-12-01
9430-FRQOC,control,1900-04-01
7639-OPLNG,discount,1900-10-01
3074-GQWYX,discount,1900-12-01
1492-QGCLU,control,1900-04-01
6845-RGTYS,control,1900-01-01
7328-OWMOM,control,1900-12-01
4418-LZMSV,control,1900-09-01
5155-AZQPB,control,1900-06-01
8861-HGGKB,discount,1900-05-01
1087-GRUYI,control,1900-03-01
7065-YUNRY,control,1900-01-01
7694-VLBWQ,discount,1900-01-01
2546-KZAAT,discount,1900-10-01
0181-RITDD,discount,1900-05-01
5989-PGKJB,discount,1900-02-01
4795-KTRTH,discount,1900-08-01
8272-ONJLV,control,1900-08-01
1488-PBLJN,discount,1900-12-01
0308-GIQJT,control,1900-10-01
3778-FOAQW,control,1900-02-01
4452-ROHMO,discount,1900-09-01
6481-OGDOO,discount,1900-11-01
3090-LETTY,discount,1900-03-01
5349-AZPEW,discount,1900-10-01
3753-TSEMP,discount,1900-04-01
8305-VHZBZ,discount,1900-09-01
9720-JJJOR,discount,1900-11-01
8100-HZZLJ,control,1900-06-01
8775-ERLNB,control,1900-06-01
8309-IEYJD,discount,1900-01-01
9172-JITSM,discount,1900-01-01
6298-QDFNH,discount,1900-01-01
7398-HPYZQ,control,1900-09-01
3546-GHEAE,control,1900-09-01
7361-YPXFS,control,1900-08-01
6557-BZXLQ,control,1900-03-01
2550-QHZGP,discount,1900-09-01
7519-JTWQH,discount,1900-05-01
2538-OIMXF,discount,1900-02-01
8543-MSDMF,control,1900-07-01
9961-JBNMK,discount,1900-01-01
1170-SASML,control,1900-03-01
4872-JCVCA,discount,1900-07-01
5346-BZCHP,discount,1900-10-01
2038-LLMLM,discount,1900-09-01
6173-ITPWD,discount,1900-06-01
9734-UYXQI,discount,1900-08-01
1216-BGTSP,control,1900-08-01
4138-NAXED,control,1900-05-01
2189-UXTKY,control,1900-05-01
0744-BIKKF,discount,1900-12-01
7483-IQWIB,discount,1900-05-01
5248-KWLAR,discount,1900-10-01
4958-GZWIY,control,1900-02-01
7996-MHXLW,control,1900-10-01
7833-PKIHD,discount,1900-02-01
7061-OVMIM,control,1900-06-01
5153-RTHKF,discount,1900-05-01
1852-QSWCD,control,1900-07-01
4832-VRBMR,discount,1900-08-01
9079-LWTFD,discount,1900-07-01
6356-ELRKD,control,1900-04-01
8624-GIOUT,discount,1900-07-01
3392-EHMNK,discount,1900-08-01
5986-WWXDV,control,1900-05-01
3061-BCKYI,discount,1900-09-01
6179-GJPSO,control,1900-05-01
7901-TBKJX,discount,1900-02-01
7228-PAQPD,control,1900-12-01
3177-LASXD,discount,1900-12-01
7746-QYVCO,control,1900-01-01
5804-HYIEZ,discount,1900-07-01
9919-FZDED,control,1900-12-01
5934-TSSAU,control,1900-02-01
3486-KHMLI,discount,1900-09-01
4897-QSUYC,control,1900-04-01
1084-UQCHV,discount,1900-10-01
8290-YWKHZ,control,1900-10-01
2955-BJZHG,discount,1900-04-01
3806-DXQOM,control,1900-05-01
6784-XYJAE,control,1900-10-01
3933-DQPWX,discount,1900-03-01
6661-EIPZC,discount,1900-06-01
8957-THMOA,discount,1900-04-01
2251-PYLPB,control,1900-11-01
5555-RNPGT,discount,1900-09-01
1057-FOGLZ,discount,1900-10-01
9300-RENDD,discount,1900-01-01
0761-AETCS,discount,1900-11-01
8087-LGYHQ,control,1900-03-01
4137-BTIKL,discount,1900-11-01
2190-BCXEC,discount,1900-05-01
6227-FBDXH,control,1900-08-01
2153-MREFK,discount,1900-12-01
2911-WDXMV,discount,1900-10-01
7206-PQBBZ,discount,1900-07-01
3106-ULWFW,discount,1900-09-01
0925-VYDLG,discount,1900-09-01
4547-FZJWE,discount,1900-10-01
7422-WNBTY,control,1900-10-01
0842-IWYCP,control,1900-08-01
3521-HTQTV,discount,1900-03-01
3744-ZBHON,control,1900-08-01
3373-DIUUN,discount,1900-04-01
8383-SGHJU,control,1900-12-01
7607-QKKTJ,control,1900-01-01
7707-PYBBH,discount,1900-10-01
8984-HPEMB,control,1900-12-01
4349-GFQHK,control,1900-11-01
4139-DETXS,discount,1900-03-01
9779-DPNEJ,control,1900-07-01
9805-FILKB,discount,1900-01-01
5793-YOLJN,discount,1900-07-01
0673-IGUQO,control,1900-11-01
4123-FCVCB,control,1900-03-01
8819-IMISP,discount,1900-09-01
7802-EFKNY,control,1900-06-01
8311-UEUAB,control,1900-02-01
5858-EAFCZ,control,1900-06-01
8035-BUYVG,control,1900-12-01
1163-ONYEY,control,1900-12-01
9787-XVQIU,discount,1900-02-01
8945-MUQUF,control,1900-01-01
5656-MJEFC,discount,1900-04-01
6082-OQFBA,discount,1900-12-01
8051-HJRLT,discount,1900-04-01
8974-OVACP,discount,1900-10-01
4010-YLMVT,control,1900-07-01
1379-FRVEB,control,1900-10-01
8612-GXIDD,discount,1900-07-01
6288-CHQJB,discount,1900-10-01
8160-HOWOX,discount,1900-09-01
3023-GFLBR,discount,1900-10-01
6648-INWPS,control,1900-11-01
4223-BKEOR,control,1900-12-01
4079-VTGLK,control,1900-08-01
1763-WQFUK,control,1900-06-01
1391-UBDAR,discount,1900-06-01
8894-JVDCV,discount,1900-01-01
2023-VQFDL,discount,1900-11-01
1345-GKDZZ,control,1900-01-01
2014-MKGMH,control,1900-08-01
5628-FCGYG,discount,1900-05-01
2560-WBWXF,discount,1900-06-01
0248-IPDFW,discount,1900-02-01
7978-DKUQH,discount,1900-08-01
4335-UPJSI,discount,1900-09-01
0524-IAVZO,control,1900-01-01
2737-YNGYW,control,1900-04-01
1784-EZDKJ,control,1900-12-01
9297-FVVDH,discount,1900-10-01
8007-YYPWD,control,1900-06-01
7101-HRBLJ,control,1900-08-01
5159-YFPKQ,control,1900-03-01
6635-CPNUN,discount,1900-08-01
4021-RQSNY,discount,1900-01-01
5453-YBTWV,discount,1900-04-01
5039-LZRQT,discount,1900-10-01
2931-VUVJN,control,1900-10-01
9061-TIHDA,discount,1900-11-01
8699-ASUFO,control,1900-09-01
6418-PIQSP,control,1900-05-01
8220-OCUFY,discount,1900-11-01
3995-WFCSM,discount,1900-01-01
1895-QTKDO,discount,1900-04-01
2038-OEQZH,discount,1900-06-01
1178-PZGAB,discount,1900-11-01
7927-AUXBZ,discount,1900-05-01
2626-VEEWG,discount,1900-02-01
2878-RMWXY,control,1900-03-01
1657-DYMBM,discount,1900-04-01
7311-MQJCH,control,1900-03-01
7375-WMVMT,discount,1900-04-01
1136-XGEQU,discount,1900-09-01
2530-FMFXO,control,1900-09-01
6844-DZKRF,discount,1900-10-01
4695-WJZUE,control,1900-05-01
7619-ODSGN,discount,1900-10-01
5970-GHJAW,discount,1900-08-01
8879-XUAHX,discount,1900-06-01
3689-MOZGR,discount,1900-06-01
4195-PNGZS,discount,1900-11-01
5003-XZWWO,discount,1900-07-01
3988-RQIXO,control,1900-05-01
7622-FWGEW,control,1900-12-01
6922-NCEDI,discount,1900-07-01
2514-GINMM,control,1900-05-01
9891-NQDBD,discount,1900-12-01
6131-IUNXN,control,1900-09-01
8548-AWOFC,control,1900-04-01
9798-DRYDS,discount,1900-04-01
8532-UEFWH,control,1900-05-01
6296-DDOOR,control,1900-05-01
7951-VRDVK,discount,1900-09-01
5931-FLJJF,discount,1900-08-01
4815-YOSUK,control,1900-01-01
2659-VXMWZ,control,1900-04-01
0380-NEAVX,discount,1900-05-01
3207-OYBWH,discount,1900-08-01
4285-GYRQC,discount,1900-01-01
7216-EWTRS,discount,1900-04-01
4365-MSDYN,discount,1900-08-01
7036-TYDEC,discount,1900-04-01
5802-ADBRC,control,1900-08-01
8076-FEZKJ,discount,1900-10-01
5197-YPYBZ,discount,1900-02-01
8337-MSSXB,discount,1900-01-01
4312-GVYNH,discount,1900-03-01
8495-LJDFO,discount,1900-04-01
0839-JTCUD,control,1900-07-01
5494-WOZRZ,discount,1900-10-01
1302-UHBDD,control,1900-03-01
2234-EOFPT,discount,1900-11-01
8619-IJNDK,discount,1900-04-01
8378-LKJAF,discount,1900-06-01
8182-BJDSI,discount,1900-01-01
2528-HFYZX,control,1900-07-01
1153-GNOLC,control,1900-12-01
3298-QEICA,discount,1900-02-01
0788-DXBFY,control,1900-01-01
3597-YASZG,control,1900-11-01
3496-LFSZU,discount,1900-02-01
5242-UOWHD,discount,1900-06-01
2482-CZGBB,discount,1900-03-01
6479-SZPLM,discount,1900-08-01
8097-VBQTZ,discount,1900-01-01
4500-HKANN,discount,1900-06-01
9917-KWRBE,discount,1900-07-01
3420-ZDBMA,discount,1900-09-01
2212-LYASK,control,1900-10-01
1393-IMKZG,control,1900-07-01
8069-RHUXK,discount,1900-05-01
3398-GCPMU,control,1900-05-01
2908-WGAXL,control,1900-07-01
3378-AJRAO,control,1900-05-01
1013-QCWAM,control,1900-12-01
0866-QLSIR,control,1900-03-01
6050-FFXES,discount,1900-03-01
7181-BQYBV,discount,1900-01-01
0362-RAOQO,discount,1900-12-01
9554-DFKIC,discount,1900-10-01
5527-ACHSO,control,1900-08-01
0829-DDVLK,discount,1900-05-01
1399-UBQIU,control,1900-04-01
1813-JLKWR,discount,1900-12-01
0336-PIKEI,control,1900-05-01
7322-OCWHC,control,1900-12-01
9537-VHDTA,discount,1900-06-01
4957-TIALW,discount,1900-07-01
2054-PJOCK,control,1900-11-01
9150-HEPMB,discount,1900-07-01
9030-QGZNL,control,1900-10-01
6204-IEUXJ,discount,1900-06-01
3126-WQMGH,discount,1900-12-01
4529-CKBCL,control,1900-09-01
2506-CLAKW,discount,1900-09-01
7176-WRTNX,control,1900-08-01
1583-IHQZE,discount,1900-09-01
5732-IKGQH,control,1900-04-01
9239-GZHZE,control,1900-04-01
