user_id,gender,SeniorCitizen,Partner,Dependents,months_active,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,subscription_type,PaperlessBilling,PaymentMethod,monthly_price,total_revenue,churn_label,sessions_per_week,avg_watch_minutes,days_since_last_login,preferred_genre,device_type,number_of_profiles,billing_cycle,payment_success,failed_payment_count,chargeback_flag,monthly_revenue,ticket_count,avg_response_time,resolved_flag,experiment_group,experiment_start_month,stage_signup,stage_active,stage_engaged,stage_retained,tenure_bucket
7036-TYDEC,Female,0,No,No,69,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,104.0,7028.5,0,5,6.382480670963677,1,Romance,SmartTV,1,8,1,0,0,104.0,0,43.8333566921712,1,discount,1900-04-01,1,1,0,1,36+
5802-ADBRC,Female,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,104.4,5232.9,0,4,31.341040798764244,12,Comedy,Mobile,1,19,1,0,0,104.4,0,40.048978857192594,1,control,1900-08-01,1,1,1,1,36+
8076-FEZKJ,Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.5,225.85,0,6,15.370269092886678,16,Action,Desktop,4,24,1,0,0,19.5,0,23.83332726026125,1,discount,1900-10-01,1,1,0,1,6-12
5197-YPYBZ,Female,0,Yes,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.25,274.7,0,3,34.1531428714517,21,Horror,Desktop,1,8,1,0,0,25.25,0,34.22333738781908,1,discount,1900-02-01,1,1,1,1,6-12
8337-MSSXB,Female,0,No,No,14,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.3,1180.95,1,12,28.29415571631006,15,Comedy,Desktop,1,10,1,0,0,86.3,0,29.031710834614213,1,discount,1900-01-01,1,1,0,0,12-24
4312-GVYNH,Female,0,Yes,No,70,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),49.85,3370.2,0,4,67.5774940615389,8,Comedy,SmartTV,1,12,1,1,0,49.85,0,34.97203165455515,1,discount,1900-03-01,1,1,1,1,36+
8495-LJDFO,Female,1,No,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.95,7111.3,0,4,50.46449878602354,20,Romance,Mobile,4,13,0,0,0,0.0,0,25.7567012973273,0,discount,1900-04-01,1,1,1,1,36+
0839-JTCUD,Female,0,Yes,Yes,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.9,5958.85,0,5,44.27369077062889,25,Romance,Desktop,4,14,1,0,0,89.9,0,20.612860447808007,1,control,1900-07-01,1,1,1,1,36+
5494-WOZRZ,Female,0,Yes,Yes,71,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),82.0,5999.85,0,2,21.34838918910149,0,Drama,Desktop,1,12,1,0,0,82.0,0,21.65432936159168,1,discount,1900-10-01,1,1,0,1,36+
1302-UHBDD,Male,1,No,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.95,1648.45,0,5,54.1760950481115,10,Action,Desktop,1,12,1,0,0,89.95,0,45.408213529669496,1,control,1900-03-01,1,1,1,1,12-24
2234-EOFPT,Male,0,Yes,No,72,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),79.35,5753.25,0,6,54.427874248059155,13,Horror,Desktop,4,19,1,0,0,79.35,0,24.1285978318467,1,discount,1900-11-01,1,1,1,1,36+
8619-IJNDK,Female,0,Yes,Yes,71,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),64.05,4492.9,0,4,60.33442412589227,29,Romance,Desktop,2,6,1,0,0,64.05,0,13.957098510722895,1,discount,1900-04-01,1,1,1,1,36+
8378-LKJAF,Male,0,Yes,Yes,38,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.15,3956.7,0,4,55.47313679460649,22,Horror,Desktop,3,15,1,0,0,101.15,0,22.515245288068435,1,discount,1900-06-01,1,1,1,1,36+
8182-BJDSI,Female,0,No,No,28,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.95,2625.55,1,5,5.0,9,Comedy,SmartTV,4,3,1,0,0,89.95,0,10.59580253238926,0,discount,1900-01-01,1,1,0,0,24-36
2528-HFYZX,Male,1,Yes,No,17,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,76.45,1233.4,1,4,57.8580941839923,21,Drama,Mobile,1,12,1,0,0,76.45,0,1.0,1,control,1900-07-01,1,1,1,0,12-24
1153-GNOLC,Male,0,No,No,33,No,No phone service,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,39.1,1309.0,0,4,17.731181423827465,6,Drama,Mobile,4,5,1,0,0,39.1,1,11.885725645935214,1,control,1900-12-01,1,1,0,1,24-36
3298-QEICA,Female,0,Yes,Yes,23,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,34.6,813.45,0,4,22.92045290579023,4,Action,Mobile,2,15,0,0,0,0.0,0,35.889683703592176,1,discount,1900-02-01,1,1,0,1,12-24
0788-DXBFY,Male,0,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.55,1108.8,0,3,39.34861882558889,16,Romance,SmartTV,3,2,1,0,0,19.55,0,21.865522094265256,0,control,1900-01-01,1,1,1,1,36+
3597-YASZG,Female,1,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.45,7349.35,0,4,39.988886968402305,18,Comedy,Desktop,2,24,1,0,0,104.45,0,25.350798433916612,1,control,1900-11-01,1,1,1,1,36+
3496-LFSZU,Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.5,294.2,0,3,63.25357187931412,25,Comedy,Desktop,3,3,1,0,0,70.5,0,34.22644834097541,1,discount,1900-02-01,1,1,1,1,0-6
5242-UOWHD,Male,0,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.35,929.2,0,9,44.887087772328464,17,Comedy,SmartTV,1,11,1,0,0,20.35,1,16.681507641741177,1,discount,1900-06-01,1,1,1,1,36+
2482-CZGBB,Male,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.0,740.0,1,6,30.688306552746912,9,Drama,Desktop,1,9,1,0,0,70.0,0,12.3348460683027,1,discount,1900-03-01,1,1,1,0,6-12
6479-SZPLM,Male,0,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.45,754.5,0,4,45.55382365396801,6,Comedy,SmartTV,3,12,0,0,0,0.0,0,16.854262392307746,1,discount,1900-08-01,1,1,1,1,24-36
8097-VBQTZ,Male,0,No,No,54,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,69.9,3883.3,0,8,40.158457086885136,5,Drama,SmartTV,3,13,1,0,0,69.9,0,26.05962888470527,1,discount,1900-01-01,1,1,1,1,36+
4500-HKANN,Male,0,Yes,Yes,23,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,No,Mailed check,59.7,1414.2,0,9,28.518618595361406,6,Romance,Mobile,3,14,1,0,0,59.7,0,30.41868342419278,0,discount,1900-06-01,1,1,0,1,12-24
9917-KWRBE,Female,0,Yes,Yes,41,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),78.35,3211.2,0,2,50.62312274993707,14,Drama,Desktop,3,10,1,1,0,78.35,0,24.02854334191937,1,discount,1900-07-01,1,1,1,1,36+
3420-ZDBMA,Male,1,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,71.45,371.6,0,5,23.65778763894062,15,Action,SmartTV,4,1,1,0,0,71.45,0,43.143928706055945,1,discount,1900-09-01,1,1,0,1,0-6
2212-LYASK,Male,0,Yes,Yes,27,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),45.85,1246.4,0,2,63.44329900431019,24,Comedy,Mobile,4,20,1,0,0,45.85,1,16.798353359245183,1,control,1900-10-01,1,1,1,1,24-36
1393-IMKZG,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,95.85,95.85,0,5,35.358963330031514,21,Action,SmartTV,1,12,1,0,0,95.85,1,16.316844492099367,1,control,1900-07-01,1,1,1,1,0-6
8069-RHUXK,Female,0,Yes,Yes,67,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),35.7,2545.7,0,7,49.93966220738215,23,Drama,SmartTV,4,20,1,0,0,35.7,0,19.857174559872877,1,discount,1900-05-01,1,1,1,1,36+
3398-GCPMU,Female,1,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),89.55,6448.85,0,6,17.33485701225492,26,Horror,Mobile,4,23,1,0,0,89.55,0,11.947072209878916,1,control,1900-05-01,1,1,0,1,36+
2908-WGAXL,Female,0,Yes,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.95,1468.9,0,3,59.13231626661725,10,Action,Mobile,4,14,1,0,0,24.95,0,26.6095353069508,1,control,1900-07-01,1,1,1,1,36+
3378-AJRAO,Male,0,Yes,Yes,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.85,1013.6,0,8,53.33207646720851,24,Drama,Desktop,2,3,1,0,0,24.85,0,7.686274302186017,1,control,1900-05-01,1,1,1,1,36+
1013-QCWAM,Female,1,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.8,6690.75,0,6,35.29668597825607,6,Romance,Mobile,3,7,1,0,0,100.8,0,40.37540144550877,1,control,1900-12-01,1,1,1,1,36+
0866-QLSIR,Female,0,No,No,34,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,64.4,2088.75,1,6,44.89883790583418,12,Horror,SmartTV,4,2,1,0,0,64.4,0,30.84933200915106,1,control,1900-03-01,1,1,1,0,24-36
6050-FFXES,Female,0,Yes,No,69,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),105.35,7240.65,0,7,42.13005950723481,26,Drama,Desktop,4,3,1,2,0,105.35,0,26.93593811086963,0,discount,1900-03-01,1,1,1,1,36+
7181-BQYBV,Female,0,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.45,102.45,1,5,24.294294554900844,11,Horror,Mobile,3,23,1,0,0,102.45,0,39.878068893229845,1,discount,1900-01-01,1,1,0,0,0-6
0362-RAOQO,Female,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,830.25,0,1,61.90457902183504,16,Drama,Mobile,2,8,1,0,1,19.65,0,17.013155898457025,1,discount,1900-12-01,1,1,1,1,36+
9554-DFKIC,Male,0,Yes,Yes,30,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.45,1588.7,0,9,19.651260595350312,14,Action,SmartTV,4,4,1,0,0,54.45,0,18.90617325684798,1,discount,1900-10-01,1,1,0,1,24-36
5527-ACHSO,Female,0,No,No,11,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,70.5,829.3,0,4,36.84822312591384,13,Action,SmartTV,2,24,1,0,0,70.5,0,27.875336453810743,1,control,1900-08-01,1,1,1,1,6-12
0829-DDVLK,Female,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.1,302.45,0,6,51.56699929046703,8,Action,Mobile,4,24,1,1,0,20.1,0,23.821614672263717,1,discount,1900-05-01,1,1,1,1,12-24
1399-UBQIU,Male,0,No,No,11,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,69.35,712.25,0,2,29.422428366028868,26,Romance,SmartTV,2,23,1,1,0,69.35,2,12.582095018010753,0,control,1900-04-01,1,1,0,1,6-12
1813-JLKWR,Female,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8,1336.65,0,3,49.97795287709824,28,Horror,Mobile,1,9,1,0,0,19.8,0,24.89763066216241,0,discount,1900-12-01,1,1,1,1,36+
0336-PIKEI,Male,1,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),74.4,5360.75,0,6,56.01446354982374,1,Horror,SmartTV,4,5,0,1,0,0.0,0,30.543163109274655,1,control,1900-05-01,1,1,1,1,36+
7322-OCWHC,Male,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),93.05,6735.05,0,3,34.95766730344044,20,Action,Mobile,3,13,1,1,0,93.05,0,28.18063855052777,1,control,1900-12-01,1,1,1,1,36+
9537-VHDTA,Female,0,No,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,51.2,51.2,0,8,38.35897082004288,17,Romance,Mobile,2,13,1,0,0,51.2,0,17.569138182697465,1,discount,1900-06-01,1,1,1,1,0-6
4957-TIALW,Female,0,No,Yes,15,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),65.6,1010.0,0,4,21.502149937233742,4,Drama,Desktop,4,19,1,0,0,65.6,0,13.048638918632912,1,discount,1900-07-01,1,1,0,1,12-24
2054-PJOCK,Female,0,No,No,60,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),80.55,4847.05,0,7,47.41087649832266,5,Action,Desktop,3,12,1,0,1,80.55,1,28.21178699439794,1,control,1900-11-01,1,1,1,1,36+
9150-HEPMB,Male,0,No,No,56,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,52.7,3019.7,0,4,12.255090851554908,19,Action,Mobile,3,15,1,0,0,52.7,0,16.254505167048883,1,discount,1900-07-01,1,1,0,1,36+
9030-QGZNL,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.85,161.65,0,6,75.60347314392335,3,Drama,SmartTV,3,2,1,1,0,20.85,1,30.510344606863537,1,control,1900-10-01,1,1,1,1,6-12
6204-IEUXJ,Female,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),80.1,217.55,1,6,53.060479101862846,14,Comedy,Mobile,4,21,1,0,0,80.1,1,55.23682809638878,1,discount,1900-06-01,1,1,1,0,0-6
3126-WQMGH,Female,0,Yes,No,49,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),52.15,2583.75,0,2,22.153947848537932,12,Action,Mobile,1,1,1,0,0,52.15,1,19.697733143294855,1,discount,1900-12-01,1,1,0,1,36+
4529-CKBCL,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.2,146.05,1,3,38.14216498968186,28,Action,SmartTV,4,21,1,0,0,80.2,1,31.116207202049,1,control,1900-09-01,1,1,1,0,0-6
2506-CLAKW,Female,0,No,No,6,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),98.15,567.45,1,3,42.06107110437048,15,Drama,Mobile,2,2,1,0,0,98.15,1,32.63776599526134,1,discount,1900-09-01,1,1,1,0,0-6
7176-WRTNX,Male,0,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.95,7711.25,0,6,34.65301945469812,0,Romance,Mobile,4,7,1,0,0,114.95,0,27.826729020415566,0,control,1900-08-01,1,1,1,1,36+
1583-IHQZE,Male,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,112.95,1384.75,1,8,38.10872318591274,15,Comedy,Desktop,1,12,1,0,0,112.95,1,20.31323162186666,1,discount,1900-09-01,1,1,1,0,6-12
5732-IKGQH,Male,1,Yes,No,52,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.45,5481.25,0,4,51.92622018486784,9,Drama,Desktop,3,11,1,0,0,104.45,0,9.247540703954034,1,control,1900-04-01,1,1,1,1,36+
9239-GZHZE,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),113.65,8124.2,0,3,23.67811702096683,26,Comedy,Mobile,4,5,1,0,0,113.65,0,9.491196778320964,1,control,1900-04-01,1,1,0,1,36+
7205-BAIAD,Female,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.6,827.3,0,5,8.718279823964162,24,Comedy,Desktop,4,19,1,0,0,20.6,0,9.40135688159168,1,control,1900-09-01,1,1,0,1,36+
0151-ONTOV,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.9,70.9,1,6,61.78963137093023,7,Drama,SmartTV,3,17,1,0,0,70.9,0,16.935647999825644,1,discount,1900-09-01,1,1,1,0,0-6
4140-MUHUG,Female,1,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,86.85,220.95,1,8,44.32426085273715,12,Horror,Desktop,4,1,1,0,0,86.85,0,22.299532615156274,1,control,1900-07-01,1,1,1,0,0-6
0093-EXYQL,Female,1,No,No,40,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.55,3673.6,0,3,41.74630940425514,22,Comedy,Desktop,3,20,1,1,0,91.55,0,36.76265442846077,1,control,1900-01-01,1,1,1,1,36+
8064-RAVOH,Male,0,No,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.85,49.85,0,3,17.772657539220617,14,Action,Desktop,1,18,1,0,0,49.85,0,22.68041553648345,1,control,1900-11-01,1,1,0,1,0-6
0219-QAERP,Male,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.8,576.65,0,2,50.06485704095877,11,Drama,SmartTV,2,23,1,0,0,19.8,0,19.658193460567407,1,control,1900-05-01,1,1,1,1,24-36
0320-JDNQG,Male,0,Yes,Yes,23,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.85,2331.3,1,2,57.58397234341425,3,Romance,SmartTV,3,22,1,1,0,99.85,1,21.196502964360857,1,control,1900-03-01,1,1,1,0,12-24
7180-PISOG,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,74.5,1,7,46.59239500027752,2,Comedy,Desktop,3,2,1,0,0,74.5,0,22.938935828082258,1,discount,1900-04-01,1,1,1,0,0-6
9168-INPSZ,Female,1,Yes,No,44,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,104.15,4495.65,0,5,26.722709544452805,9,Action,Mobile,4,5,1,0,0,104.15,0,35.59419346706651,1,discount,1900-06-01,1,1,0,1,36+
3571-RFHAR,Male,0,No,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,109.15,6941.2,1,4,44.60915556374693,11,Romance,Mobile,4,11,1,0,0,109.15,0,45.209750316277514,1,control,1900-02-01,1,1,1,0,36+
0015-UOCOJ,Female,1,No,No,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,48.2,340.35,0,8,46.81785972351534,27,Drama,Desktop,2,1,1,0,0,48.2,1,14.572929690728492,1,discount,1900-06-01,1,1,1,1,6-12
5334-AFQJB,Male,1,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.1,1789.9,0,4,44.639000315226085,28,Comedy,Mobile,1,20,1,0,0,25.1,0,19.62758313239812,1,control,1900-03-01,1,1,1,1,36+
2754-SDJRD,Female,1,No,No,8,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.15,908.55,0,4,44.49781747241619,24,Romance,Mobile,1,12,1,0,0,100.15,1,8.091063834448207,1,discount,1900-08-01,1,1,1,1,6-12
9578-VRMNM,Female,0,No,No,16,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),65.2,1043.35,1,4,29.457620958826848,18,Romance,Mobile,1,18,1,0,0,65.2,1,17.797320375274406,1,discount,1900-05-01,1,1,0,0,12-24
1587-FKLZB,Male,1,Yes,Yes,66,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.5,6822.15,1,5,42.63349539698394,18,Romance,Mobile,4,8,1,0,0,99.5,2,26.382795575952052,1,control,1900-03-01,1,1,1,0,36+
6140-QNRQQ,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,71.55,71.55,1,8,29.27261006323399,11,Drama,Desktop,3,13,1,0,0,71.55,1,13.996833650387398,1,control,1900-04-01,1,1,0,0,0-6
8963-JLGJT,Male,0,No,Yes,3,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,55.9,157.55,0,2,45.74803240637618,3,Action,Mobile,1,18,1,0,0,55.9,0,36.533899768852145,0,discount,1900-02-01,1,1,1,1,0-6
4307-KTUMW,Male,0,Yes,No,53,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,93.9,5029.2,1,4,34.22150779935054,24,Horror,SmartTV,1,24,1,1,0,93.9,0,20.836830010473165,1,control,1900-04-01,1,1,1,0,36+
1465-LNTLJ,Male,1,Yes,No,8,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),64.4,581.7,0,5,43.99218701271836,29,Comedy,Desktop,3,23,1,0,0,64.4,0,10.41790568736489,1,discount,1900-05-01,1,1,1,1,6-12
5440-FLBQG,Male,1,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.4,7318.2,1,4,60.272082031585086,25,Romance,SmartTV,2,21,1,0,0,108.4,0,23.189503099255347,1,discount,1900-07-01,1,1,1,0,36+
2135-DQWAQ,Female,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,85.3,420.45,0,7,23.529620165975732,15,Horror,SmartTV,1,17,1,0,0,85.3,0,30.742037576355617,1,control,1900-04-01,1,1,0,1,0-6
4056-QHXHZ,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,107.45,7576.7,0,5,35.75354445760399,21,Horror,Desktop,3,15,1,0,0,107.45,0,34.12931013788789,0,discount,1900-08-01,1,1,1,1,36+
7470-MCQTK,Female,0,Yes,No,13,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),48.75,633.4,1,6,45.45296061066266,21,Romance,Desktop,2,21,1,0,0,48.75,0,20.732532563235814,0,discount,1900-07-01,1,1,1,0,12-24
7488-MXJIV,Female,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.65,321.65,1,3,31.28281929428369,3,Action,Desktop,2,1,1,0,0,85.65,0,15.743803749108205,0,discount,1900-03-01,1,1,1,0,0-6
7401-JIXNM,Female,0,Yes,Yes,54,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),91.3,4965.0,0,4,32.186229492887975,16,Drama,Desktop,1,24,1,0,0,91.3,0,18.528986213292157,1,discount,1900-08-01,1,1,1,1,36+
9339-FIIJL,Male,0,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),85.95,6151.9,0,2,62.96807540476614,20,Action,Mobile,3,18,1,0,0,85.95,0,7.593878433741342,1,discount,1900-06-01,1,1,1,1,36+
2027-FECZV,Male,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.7,1253.9,1,4,21.65931451814738,4,Action,Mobile,1,22,1,0,0,106.7,0,14.628558141121506,1,discount,1900-01-01,1,1,0,0,6-12
2672-DZUOY,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.15,25.15,1,5,28.87337130675572,5,Comedy,Mobile,2,14,1,0,0,25.15,0,22.779353023876727,1,control,1900-03-01,1,1,0,0,0-6
4706-DGAHW,Male,1,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.2,45.2,0,3,33.67565504194951,21,Drama,Desktop,2,5,1,0,0,45.2,0,19.856951829249557,1,control,1900-01-01,1,1,1,1,0-6
3870-MQAMG,Female,0,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,110.35,5893.15,1,3,38.66867081250122,0,Romance,SmartTV,4,24,1,0,0,110.35,1,23.970022819822265,0,discount,1900-03-01,1,1,1,0,36+
6670-MFRPK,Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),79.2,5420.65,0,5,14.385933180970088,24,Drama,Desktop,3,10,1,1,0,79.2,0,16.87296175203723,0,discount,1900-04-01,1,1,0,1,36+
6177-PEVRA,Female,0,No,No,48,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Credit card (automatic),55.5,2627.35,0,7,8.829775614565543,14,Romance,Mobile,2,14,1,1,0,55.5,0,29.892541462558793,1,discount,1900-01-01,1,1,0,1,36+
4800-CZMPC,Female,0,Yes,Yes,48,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),103.25,5037.55,1,6,27.17460559277163,10,Romance,Mobile,1,17,0,0,1,0.0,0,28.34240027739582,1,discount,1900-07-01,1,1,0,0,36+
4813-HQMGZ,Female,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.25,743.75,0,5,30.316096423855893,23,Romance,Mobile,4,3,1,0,0,90.25,0,25.971236429135818,1,discount,1900-05-01,1,1,1,1,6-12
