user_id,experiment_group,experiment_start_month
8436-BJUMM,discount,1
4184-TJFAN,discount,1
8329-GWVPJ,control,7
1352-VHKAJ,control,5
4145-UQXUQ,discount,12
2632-TACXW,discount,7
8146-QQKZH,discount,9
1767-CJKBA,discount,11
6445-TNRXS,discount,9
4581-LNWUM,control,2
4869-EPIUS,control,8
9948-YPTDG,discount,1
1236-WFCDV,discount,9
1915-OAKWD,control,8
7296-PIXQY,control,10
4883-QICIH,discount,4
3354-OADJP,discount,6
3524-WQDSG,control,2
0810-DHDBD,control,2
4026-SKKHW,control,7
2829-HYVZP,discount,4
8329-IBCTI,control,5
1271-SJBGZ,control,3
3845-JHAMY,discount,11
7013-PSXHK,discount,1
5669-SRAIP,control,9
5981-ITEMU,discount,10
3486-NPGST,control,2
6941-PMGEP,discount,4
1624-WOIWJ,control,5
2074-GKOWZ,discount,12
0376-YMCJC,control,4
6100-FJZDG,control,8
4829-ZLJTK,control,6
1730-VFMWO,control,6
7143-BQIBA,control,1
3800-LYTRK,control,12
0634-SZPQA,control,9
9646-NMHXE,discount,4
7030-NJVDP,control,7
5536-RTPWK,discount,5
8883-GRDWQ,control,7
6166-ILMNY,control,12
3097-NNSPB,discount,1
7771-ZONAT,control,10
0655-RBDUG,discount,2
2111-DWYHN,discount,5
4194-WHFCB,discount,11
4121-AGSIN,control,10
4361-BKAXE,discount,8
9845-PEEKO,discount,5
0455-XFASS,control,9
0301-KOBTQ,discount,8
1751-NCDLI,control,6
4367-NUYAO,control,1
9878-TNQGW,discount,5
9170-ARBTB,control,1
4441-NIHPT,discount,4
8999-BOHSE,control,10
7241-AJHFS,discount,8
7029-RPUAV,control,7
4546-FOKWR,discount,2
9036-CSKBW,control,9
5832-TRLPB,control,2
8590-YFFQO,discount,8
8659-IOOPU,discount,1
1338-CECEE,discount,1
7439-DKZTW,control,6
4646-QZXTF,discount,1
4607-CHPCA,discount,4
9742-XOKTS,control,7
6921-OZMFH,discount,2
9578-FOMUK,discount,5
4712-UYOOI,control,5
8824-RWFXJ,discount,4
7722-CVFXN,discount,11
8717-VCTXJ,control,11
7363-QTBIW,control,4
4159-NAAIX,control,1
0971-QIFJK,discount,12
9397-TZSHA,control,5
3391-JSQEW,discount,7
0343-QLUZP,discount,9
9763-PDTKK,discount,6
2176-LVPNX,discount,12
7627-JKIAZ,control,8
3312-UUMZW,control,2
1271-UODNO,control,10
8461-EFQYM,control,4
6900-RBKER,control,8
6891-JPYFF,control,6
1459-QNFQT,discount,12
1047-NNCBF,control,12
3696-XRIEN,control,5
4081-DYXAV,discount,10
0074-HDKDG,discount,6
8791-GFXLZ,discount,8
8111-SLLHI,control,12
0927-LCSMG,discount,9
9330-DHBFL,control,4
0098-BOWSO,control,1
3452-ABWRL,control,9
5859-HZYLF,discount,5
8257-RZAHR,control,4
5293-WXJAK,control,7
3156-QLHBO,discount,8
2208-NQBCT,control,11
1779-PWPMG,control,6
6621-NRZAK,control,3
0831-JNISG,discount,11
0774-IFUVM,discount,4
3082-WQRVY,discount,1
9553-DLCLU,discount,8
1641-BYBTK,discount,2
2460-NGXBJ,control,8
2446-ZKVAF,discount,7
0841-NULXI,discount,12
3522-CDKHF,discount,5
1430-SFQSA,discount,9
0411-EZJZE,control,4
7851-WZEKY,discount,7
8844-TONUD,discount,10
8807-ARQET,control,8
8992-CEUEN,discount,6
4320-QMLLA,control,12
8777-PVYGU,control,4
8292-ITGYJ,discount,11
6870-ZWMNX,discount,8
0621-CXBKL,discount,12
5268-DSMNQ,control,3
5334-JLAXU,discount,8
4086-YQSNZ,control,12
6242-MBHPK,control,3
5868-CZJDR,control,9
9359-UGBTK,discount,2
0135-NMXAP,control,3
4782-OSFXZ,discount,9
6479-OAUSD,discount,3
7129-ACFOG,discount,5
4189-NAKJS,control,1
5562-BETPV,discount,12
1282-IHQAC,control,2
9127-FHJBZ,discount,7
6270-OMFIW,discount,8
1641-RQDAY,discount,11
0107-WESLM,discount,7
6994-ORCWG,control,8
1346-UFHAX,discount,7
3992-YWPKO,discount,7
2933-XEUJM,discount,9
0125-LZQXK,control,6
5461-QKNTN,discount,12
4835-YSJMR,discount,6
8399-YNDCH,discount,9
3164-YAXFY,control,8
0887-WBJVH,discount,11
4660-IRIBM,discount,8
5673-FSSMF,discount,6
7670-ZBPOQ,discount,4
8089-UZWLX,control,3
0080-OROZO,discount,6
3916-NRPAP,discount,7
6807-SIWJI,control,10
8221-HVAYI,discount,5
1579-KLYDT,control,11
5232-NXPAY,discount,8
8967-SZQAS,discount,1
4468-KAZHE,control,12
0455-ENTCR,control,6
8944-AILEF,discount,3
5542-NKVRU,control,12
7126-RBHSD,control,1
5370-IIVVL,control,12
6789-HJBWG,control,5
3927-NLNRY,control,6
9087-EYCPR,control,10
6791-YBNAK,discount,3
6358-LYNGM,discount,8
6077-BDPXA,discount,8
0013-MHZWF,discount,5
5494-HECPR,discount,9
8268-YDIXR,control,11
9824-BEMCV,discount,12
1373-ORVIZ,discount,8
4291-SHSBH,discount,6
6980-IMXXE,control,11
9866-QEVEE,control,4
9897-KXHCM,control,8
0040-HALCW,control,9
0784-GTUUK,control,3
7979-CORPM,control,12
2294-DMMUS,discount,9
0872-JCPIB,control,7
3055-MJDSB,control,12
9091-WTUUY,control,3
1618-CFHME,control,2
3165-HDOEW,discount,1
6581-NQCBA,discount,8
7115-IRDHS,discount,9
8496-DMZUK,control,7
2040-VZIKE,control,3
9068-VPWQQ,control,7
0178-SZBHO,discount,4
0384-RVBPI,discount,1
1689-MRZQR,discount,7
1299-AURJA,control,11
4525-VZCZG,discount,9
1543-LLLFT,control,6
5835-BEQEU,control,11
2788-CJQAQ,discount,8
5565-FILXA,control,2
0319-QZTCO,discount,3
2120-SMPEX,discount,5
0096-FCPUF,control,3
0668-OGMHD,control,10
5552-ZNFSJ,discount,10
2223-KAGMX,discount,11
6507-ZJSUR,discount,10
9408-HRXRK,control,7
5593-SUAOO,control,10
7321-PKUYW,discount,3
2833-SLKDQ,discount,11
6766-HFKLA,discount,3
7595-EUIVN,control,11
7617-EYGLW,discount,10
2026-TGDHM,control,3
9220-ZNKJI,discount,11
4030-VPZBD,discount,8
2226-ICFDO,discount,8
0723-VSOBE,control,8
5529-GIBVH,discount,4
4187-CINZD,control,7
9992-UJOEL,control,12
4741-WWJQZ,control,8
6625-UTXEW,discount,11
6818-WOBHJ,control,4
6244-BESBM,control,7
1004-NOZNR,control,4
1251-STYSZ,discount,12
2612-PHGOX,discount,4
2408-TZMJL,control,11
8480-PPONV,discount,6
8780-IHCRN,control,2
4598-ZADCK,discount,8
1257-SXUXQ,control,12
9681-KYGYB,control,8
7182-OVLBJ,discount,8
5095-ETBRJ,control,3
7005-CYUIL,discount,2
4821-WQOYN,control,12
4730-AWNAU,control,11
3452-FLHYD,discount,4
2388-LAESQ,discount,9
9531-NSBMR,control,4
6260-ONULR,discount,7
4389-UEFCZ,control,11
8711-LOBKY,discount,4
9134-CEQMF,control,1
8985-OOPOS,discount,7
8800-ZKRFW,control,11
2616-FLVQC,control,10
9968-FFVVH,control,2
3108-PCCGG,discount,9
7993-PYKOF,control,2
8390-FESFV,control,4
3022-BEXHZ,control,6
5027-XWQHA,control,6
6248-TKCQV,control,12
6729-GDNGC,discount,9
6198-ZFIOJ,discount,2
5989-OMNJE,control,6
4566-QVRRW,discount,3
1291-CUOCY,discount,4
9795-SHUHB,discount,3
3230-IUALN,control,11
0042-RLHYP,discount,4
8519-IMDHU,control,9
4945-RVMTE,control,5
0201-OAMXR,discount,10
1866-NXPSP,control,2
3372-KWFBM,control,11
7831-QGOXH,discount,7
6393-WRYZE,control,10
3941-XTSKM,control,8
1661-CZBAU,discount,11
6599-RCLCJ,discount,11
9831-BPFRI,control,9
5158-RIVOP,discount,12
9788-YTFGE,discount,8
9277-JOOMO,discount,9
1907-YLNYW,discount,10
1725-MIMXW,discount,6
8947-YRTDV,control,11
3161-ONRWK,discount,9
0114-RSRRW,control,12
4565-NLZBV,control,11
0031-PVLZI,discount,2
7206-GZCDC,discount,3
6682-VCIXC,control,5
4791-QRGMF,control,8
6475-VHUIZ,discount,5
3910-MRQOY,discount,10
0661-WCQNQ,discount,12
7537-RBWEA,discount,9
4656-CAURT,control,9
0121-SNYRK,discount,1
1768-ZAIFU,control,7
4671-LXRDQ,control,1
3733-LSYCE,control,12
6265-FRMTQ,control,9
1934-SJVJK,discount,12
3838-OZURD,control,1
1371-DWPAZ,control,11
9269-CQOOL,discount,10
2017-CCBLH,discount,8
7690-KPNCU,control,12
0536-BGFMZ,control,6
2293-IJWPS,discount,4
2845-HSJCY,discount,12
5469-NUJUR,discount,3
1184-PJVDB,discount,4
2625-TRCZQ,discount,11
4102-HLENU,control,3
7266-GSSJX,control,11
7722-VJRQD,discount,1
7073-QETQY,discount,1
9415-DPEWS,control,9
5624-RYAMH,discount,4
0196-JTUQI,discount,5
7130-YXBRO,control,2
9272-LSVYH,control,4
7943-RQCHR,discount,2
3793-MMFUH,control,3
3249-ZPQRG,discount,12
2568-BRGYX,discount,10
3084-DOWLE,discount,3
1084-MNSMJ,discount,4
7721-JXEAW,control,8
7249-WBIYX,control,3
4238-HFHSN,discount,5
6250-CGGUN,control,4
5478-JJVZK,control,8
7596-IIWYC,discount,5
6567-HOOPW,control,9
9793-WECQC,control,3
4291-HPAXL,control,6
8999-YPYBV,control,12
1839-FBNFR,control,6
3164-AALRN,control,10
3071-MVJCD,control,7
1697-BCSHV,discount,11
0562-KBDVM,discount,3
1131-SUEKT,discount,7
3717-OEAUQ,discount,4
4538-WNTMJ,control,4
3334-CTHOL,control,9
4704-ERYFC,control,12
9432-RUVSL,discount,9
8060-HIWJJ,discount,2
7684-XSZIY,discount,9
9089-UOWJG,discount,8
8621-MNIHH,discount,10
8039-ACLPL,discount,12
9885-AIBVB,discount,2
1934-MKPXS,control,10
2592-YKDIF,control,2
2272-JKMSI,control,3
0471-LVHGK,discount,11
9518-RWHZL,discount,4
8714-CTZJW,control,1
3569-EDBPQ,discount,1
3131-NWVFJ,control,1
7521-YXVZY,discount,6
5419-CONWX,control,5
6240-EURKS,control,4
2373-NTKOD,control,8
1970-KKFWL,discount,10
6960-HVYXR,discount,11
9337-SRRNI,discount,1
0895-UADGO,discount,11
5678-VFNEQ,control,1
5977-CKHON,discount,11
7024-OHCCK,discount,3
2692-BUCFV,discount,11
7861-UVUFT,discount,9
1830-GGFNM,discount,3
5302-BDJNT,control,2
5223-UZAVK,control,4
4859-ZSRDZ,discount,4
5651-WYIPH,control,2
9350-VLHMB,discount,6
3498-LZGQZ,discount,6
8785-CJSHH,discount,3
5357-TZHPP,control,3
3870-SPZSI,control,12
0680-DFNNY,control,5
7560-QRBXH,control,7
7077-XJMET,control,9
8752-GHJFU,control,9
6896-SRVYQ,discount,11
7767-UXAGJ,control,5
4652-ODEVH,discount,5
6510-UPNKS,discount,12
6718-BDGHG,discount,7
9046-DQMTP,discount,9
6439-LAJXL,discount,1
1571-SAVHK,control,1
9052-VKDUW,control,11
9546-CQJSU,discount,1
1666-JZPZT,control,4
5777-KJIRB,discount,3
0506-LVNGN,discount,10
7677-SJJJK,discount,12
2480-EJWYP,discount,9
3253-HKOKL,discount,4
7055-HNEOJ,control,8
5514-YQENT,control,11
3211-AAPKX,discount,7
8445-DNBAE,control,7
2951-QOQTK,control,5
2958-NHPPS,control,6
6806-YDEUL,discount,4
1735-XMJVH,discount,1
6890-PFRQX,discount,2
0222-CNVPT,control,11
5899-OUVKV,discount,7
8681-ICONS,control,6
1621-YNCJH,control,3
3473-XIIIT,control,8
6362-QHAFM,control,1
7893-IXHRQ,discount,9
3070-BDOQC,discount,6
2952-QAYZF,control,9
6234-PFPXL,control,10
9824-QCJPK,discount,4
4763-PGDPO,discount,9
4283-IVYCI,discount,12
1866-OBPNR,control,11
8205-MQUGY,discount,4
8970-ANWXO,control,3
9480-BQJEI,discount,11
5394-SVGJV,control,10
6979-TNDEU,control,10
9777-WJJPR,control,4
9283-LZQOH,control,3
7079-QRCBC,discount,1
9495-SKLKD,control,4
6048-UWKAL,discount,3
5067-DGXLL,discount,7
5469-CTCWN,discount,7
9851-QXEEQ,control,9
6281-FKEWS,control,4
8898-KASCD,control,9
9242-TKFSV,control,1
9290-SHCMB,discount,10
0743-HNPFG,discount,11
2277-BKJKN,discount,5
9809-IMGCQ,control,11
5208-HFSBT,discount,9
5035-PGZXH,control,6
8695-WDYEA,control,4
6543-JXSOO,control,12
8016-ZMGMO,control,6
8605-ITULD,discount,3
3254-YRILK,discount,12
6416-YJTTB,discount,9
2667-WYLWJ,discount,10
4472-VESGY,control,8
3195-TQDZX,discount,12
3128-YOVTD,discount,1
0529-ONKER,discount,10
1728-CXQBE,control,12
7041-TXQJH,discount,4
5014-GSOUQ,discount,9
5724-BIDBU,discount,6
0481-SUMCB,discount,10
1769-GRUIK,control,2
5240-IJOQT,discount,1
8819-WFGGJ,discount,2
7427-AUFPY,discount,11
2811-POVEX,control,9
1092-GANHU,discount,2
7898-PDWQE,discount,6
9972-EWRJS,discount,1
9314-IJWSQ,discount,8
0661-XEYAN,control,10
5799-JRCZO,control,5
1921-KYSAY,control,12
6198-RTPMF,control,5
2924-KHUVI,discount,6
1925-GMVBW,control,11
7881-EVUAD,control,8
6184-DYUOB,discount,1
9207-ZPANB,discount,4
5766-XQXMQ,control,12
9327-QSDED,control,5
1656-DRSMG,control,12
3012-VFFMN,discount,8
2984-AFWNC,control,9
0640-YJTPY,discount,11
8096-LOIST,discount,8
9764-REAFF,control,4
3703-VAVCL,discount,1
7107-UBYKY,discount,12
4881-GQJTW,control,11
8519-QJGJD,discount,1
7876-DNYAP,control,3
7905-NJMXS,control,7
2882-WDTBA,control,8
2091-GPPIQ,control,1
6326-MTTXK,discount,8
5071-FBJFS,control,12
2796-UUZZO,control,11
2429-AYKKO,discount,10
9798-OPFEM,discount,6
0330-IVZHA,control,4
3794-NFNCH,control,8
5193-QLVZB,control,8
7114-AEOZE,discount,5
2886-KEFUM,discount,11
5522-NYKPB,control,1
4237-RLAQD,control,9
9957-YODKZ,control,4
6518-KZXCB,discount,6
2245-ADZFJ,discount,1
7776-QGYJC,discount,12
9313-QOLTZ,discount,2
9651-GTSAQ,control,3
3186-BAXNB,discount,4
4672-FOTSD,control,5
0637-YLETY,discount,7
9818-XQCUV,discount,4
7338-ERIVA,control,2
1157-BQCUW,discount,3
8259-NFJTV,discount,12
3223-DWFIO,control,9
2660-EMUBI,discount,4
6968-GMKPR,control,3
4751-ERMAN,discount,8
1436-ZMJAN,discount,4
3292-PBZEJ,control,12
0799-DDIHE,control,3
3070-FNFZQ,control,9
2812-SFXMJ,control,3
7675-OZCZG,discount,4
5014-WUQMG,control,6
5312-TSZVC,control,11
2003-CKLOR,discount,6
0993-OSGPT,discount,8
9254-RBFON,control,10
1205-WNWPJ,control,11
9391-EOYLI,control,7
7108-DGVUU,control,1
2782-JEEBU,control,7
5127-BZENZ,discount,3
2720-FVBQP,control,1
9906-NHHVC,control,6
4522-XRWWI,control,11
3766-EJLFL,discount,7
5939-SXWHM,discount,8
8152-UOBNY,discount,4
7351-KYHQH,discount,6
7643-RCHXS,discount,9
8246-SHFGA,control,10
8387-MOJJT,control,2
0620-XEFWH,control,2
6485-QXWWE,control,2
2761-OCIAX,control,8
7321-VGNKU,discount,12
5327-CNLUQ,discount,8
7552-KEYGT,discount,9
5816-JMLGY,discount,6
3068-OMWZA,discount,3
2927-QRRQV,control,8
6032-KRXXO,control,7
7459-RRWQZ,control,4
6265-SXWBU,discount,9
7941-RCJOW,discount,2
6374-NTQLP,discount,4
4154-AQUGT,discount,2
2387-KDZQY,control,5
3584-WKTTW,discount,4
3399-BMLVW,discount,10
1971-DTCZB,discount,7
3092-IGHWF,control,4
3374-PZLXD,discount,4
3813-DHBBB,control,1
2812-REYAT,discount,11
6518-PPLMZ,control,4
4939-KYYPY,control,9
8017-LXHFA,discount,3
5930-GBIWP,discount,5
6022-KOUQO,control,2
6352-TWCAU,discount,7
2361-UPSND,discount,6
6035-RIIOM,control,9
2929-QNSRW,control,9
1262-OPMFY,discount,11
9504-DSHWM,control,3
5035-BVCXS,control,5
6267-DCFFZ,discount,11
3533-UVMOM,control,11
2439-LYPMQ,control,6
4248-QPAVC,control,12
1899-VXWXM,control,2
1478-VPOAD,discount,6
9995-HOTOH,discount,8
2988-PLAHS,discount,3
1371-OJCEK,control,2
4999-IEZLT,control,11
8883-ANODQ,control,8
4690-LLKUA,discount,10
2351-RRBUE,discount,5
5980-BDHPY,control,6
1498-DQNRX,control,3
9469-WEJBT,control,12
3331-HQDTW,control,1
9490-DFPMD,control,8
2581-VKIRT,control,10
5442-XSDCW,discount,12
7426-WEIJX,control,1
2851-MMUTZ,control,11
3049-NDXFL,control,2
8580-AECUZ,discount,10
3307-TLCUD,control,10
6625-FLENO,control,12
2967-MXRAV,control,1
7963-GQRMY,discount,2
8189-HBVRW,control,6
4163-KIUHY,discount,6
1228-FZFRV,discount,8
3500-NSDOA,control,9
1171-TYKUR,discount,9
3761-FLYZI,control,6
2058-DCJBE,discount,4
5364-XYIRR,discount,9
4829-AUOAX,discount,7
1219-NNDDO,discount,11
8388-DMKAE,control,11
4403-BWPAY,discount,1
9659-QEQSY,control,1
5405-ZMYXQ,discount,6
5047-LHVLY,control,8
1442-OKRJE,control,3
4737-AQCPU,control,3
9158-VCTQB,discount,5
2808-CHTDM,control,1
6311-UEUME,discount,1
0793-TWELN,discount,11
3283-WCWXT,discount,7
1060-ENTOF,discount,1
0999-QXNSA,control,12
5451-MHQOF,control,6
4836-WNFNO,control,12
9225-BZLNZ,control,12
0354-VXMJC,discount,9
4422-QVIJA,control,8
9365-SRSZE,discount,9
6839-ITVZJ,discount,7
8332-OSJDW,discount,2
4735-BJKOU,discount,11
0274-JKUJR,discount,7
5740-YHGTW,discount,2
8917-SZTTJ,control,5
1696-MZVAU,discount,12
7359-WWYJV,control,4
0375-HVGXO,control,7
4906-ZHGPK,discount,6
8593-WHYHV,control,5
3795-GWTRD,discount,9
1298-PHBTI,control,1
6223-DHJGV,discount,10
6961-MJKBO,control,6
6097-EQISJ,discount,12
4423-YLHDV,discount,6
8158-WPEZG,discount,1
0107-YHINA,control,1
4918-FYJNT,control,4
0727-BNRLG,discount,1
4854-CIDCF,control,6
8640-SDGKB,discount,11
3280-MRDOF,control,1
6435-SRWBJ,discount,10
9964-WBQDJ,discount,7
6303-KFWSL,discount,2
1702-CCFNJ,control,10
8932-CZHRQ,discount,3
0386-CWRGM,discount,3
5515-RUGKN,control,3
0404-AHASP,discount,9
7279-NMVJC,control,2
2081-VEYEH,control,12
6407-UTSLV,control,11
4116-TZAQJ,control,3
9060-HJJRW,discount,6
2587-YNLES,control,4
7398-SKNQZ,discount,7
5935-FCCNB,control,6
1958-RNRKS,control,2
5136-RGMZO,control,10
8345-MVDYC,control,2
8226-BXGES,control,4
3877-JRJIP,discount,7
8375-DKEBR,control,9
9705-IOVQQ,discount,10
1015-OWJKI,discount,1
7511-YMXVQ,discount,5
2040-XBAVJ,discount,6
7551-JOHTI,control,8
8887-IPQNC,discount,12
8646-JCOMS,discount,6
9804-ICWBG,discount,4
1222-KJNZD,control,11
0106-GHRQR,control,2
5318-IXUZF,control,6
3768-VHXQO,discount,11
8952-WCVCD,discount,3
2418-TPEUN,discount,6
3963-RYFNS,control,3
3198-VELRD,control,8
8540-ZQGEA,control,11
1320-REHCS,control,12
4137-JOPHL,control,7
9436-ZBZCT,discount,5
7801-CEDNV,discount,10
2057-BOYKM,control,3
3658-QQJYD,control,6
1803-BGNBD,discount,4
0134-XWXCE,discount,6
6950-TWMYB,control,5
5848-FHRFC,discount,12
2243-FNMMI,control,11
2511-MORQY,discount,8
5356-KZCKT,control,7
9470-XCCEM,discount,7
6519-CFDBX,control,7
3902-MIVLE,discount,5
0409-WTMPL,control,4
8763-KIAFH,control,9
3669-WHAFY,control,5
3055-VTCGS,control,8
3144-KMTWZ,control,5
7279-BUYWN,control,1
7156-MHUGY,control,2
7198-GLXTC,discount,12
2007-QVGAW,discount,11
5207-PLSTK,discount,3
2307-FYNNL,discount,3
5605-XNWEN,control,4
2155-AMQRX,discount,6
6181-AXXYF,control,3
5091-HFAZW,discount,8
0516-VRYBW,control,3
2519-LBNQL,control,4
8623-ULFNQ,control,4
8380-PEFPE,control,6
5687-DKDTV,control,10
1568-LJSZU,control,5
7530-HDYDS,discount,8
7789-HKSBS,discount,4
7416-CKTEP,control,8
2586-CWXVV,discount,9
3096-IZETN,discount,10
2348-KCJLT,control,10
8401-EMUWF,discount,2
4193-IBKSW,discount,1
5377-NDTOU,control,5
5922-ABDVO,control,12
2474-LCNUE,discount,9
0839-QNXME,discount,1
3506-OVLKD,control,8
9172-ANCRX,control,1
6650-VJONK,control,8
2178-PMGCJ,discount,12
7492-TAFJD,discount,9
2773-MADBQ,control,2
6016-LVTJQ,discount,4
7860-KSUGX,control,1
8966-KZXXA,discount,3
6910-HADCM,discount,12
4816-LXZYW,control,9
9606-PBKBQ,control,2
5149-QYTTU,discount,8
2070-XYMFH,discount,5
2085-BOJKI,discount,5
0817-HSUSE,control,3
5442-PPTJY,discount,12
1927-QEWMY,control,1
1663-MHLHE,control,6
5663-QBGIS,discount,8
4450-MDZFX,control,4
6701-DHKWQ,control,6
7554-AKDQF,discount,5
3536-IQCTX,discount,10
4911-BANWH,discount,11
8496-EJAUI,discount,9
0794-YVSGE,discount,10
5423-BHIXO,discount,11
6908-VVYHM,control,10
2959-EEXWB,discount,4
1839-UMACK,control,11
3030-YDNRM,control,5
7321-KKSDU,control,8
3402-XRIUO,discount,7
3132-TVFDZ,control,2
8286-AFUYI,control,8
8080-DDEMJ,control,12
8356-WUAOJ,discount,12
6365-MTGZX,discount,11
1349-WXNGG,control,6
8058-DMYRU,discount,8
9350-ZXYJC,control,8
6990-YNRIO,control,2
8958-JPTRR,control,1
6959-GQEGV,control,2
3173-WSSUE,discount,11
1265-HVPZB,discount,7
4115-UMJFQ,discount,3
7369-TRPFD,discount,2
1098-KFQEC,discount,8
7190-XHTWJ,discount,12
0621-TWIEM,discount,2
3537-RYBHH,discount,5
2485-ITVKB,discount,11
3669-OYSJI,control,12
1612-EOHDH,discount,6
6702-OHFWR,control,11
5296-BFCYD,discount,4
4510-PYUSH,discount,11
9359-JANWS,control,12
7517-SAWMO,discount,7
4143-HHPMK,control,5
3279-DYZQM,control,4
7054-LGEQW,discount,4
0523-VNGTF,discount,4
9575-IWCAZ,discount,1
7105-MXJLL,discount,10
7064-FRRSW,control,11
7940-UQQUG,control,12
0923-PNFUB,discount,4
3961-SXAXY,discount,11
7010-BRBUU,discount,1
3566-HJGPK,discount,6
3062-ICYZQ,discount,6
9938-PRCVK,control,8
0973-KYVNF,discount,8
5129-HHMZC,control,2
9637-CDTKZ,control,6
3946-JEWRQ,discount,5
7873-CVMAW,control,1
0463-WZZKO,control,11
3494-JCHRQ,discount,7
6474-FVJLC,control,12
4524-QCSSM,discount,2
5832-EXGTT,control,1
8840-DQLGN,discount,11
2039-JONDJ,control,3
7217-JYHOQ,control,2
6695-FRVEC,discount,3
4547-LYTDD,discount,8
9894-QMIMJ,control,12
8069-YQQAJ,discount,12
6770-XUAGN,control,9
4193-ORFCL,discount,4
1636-NTNCO,control,6
3466-WAESX,discount,5
9281-PKKZE,control,7
3638-VBZTA,control,4
7459-IMVYU,control,3
7776-QWNFX,discount,7
6689-TCZHQ,control,5
8563-OYMQY,discount,12
0754-EEBDC,discount,7
5777-ZPQNC,control,7
1951-IEYXM,control,6
3318-NMQXL,control,12
3143-ILDAL,control,3
1022-RKXDR,control,5
2361-FJWNO,control,4
2272-UOINI,control,2
8232-UTFOZ,discount,2
3750-YHRYO,discount,1
6637-KYRCV,control,1
5668-MEISB,control,7
0129-QMPDR,discount,12
7188-CBBBA,control,12
5356-CSVSQ,discount,1
3221-CJMSG,control,5
4720-VSTSI,control,10
3219-JQRSL,control,11
2801-NISEI,discount,7
3946-MHCZW,discount,2
4623-ZKHLY,control,5
6732-VAILE,discount,10
8201-AAXCB,discount,2
7696-CFTAT,discount,11
1845-CSBRZ,control,12
2123-VSCOT,discount,3
6651-AZVTJ,discount,12
4566-GOLUK,discount,11
2484-DGXPZ,discount,8
2018-QKYGT,control,3
2792-VPPET,discount,7
7409-JURKQ,control,3
3247-MHJKM,control,10
1964-SVLEA,discount,6
4587-NUKOX,control,3
7297-DVYGA,discount,2
2239-CGBUZ,discount,7
0854-UYHZD,discount,12
7243-LCGGZ,control,12
8267-KFGYD,discount,12
4890-VMUAV,control,3
9261-WDCAF,control,2
3764-MNMOI,discount,6
7442-YGZFK,control,12
0420-BWTPW,discount,12
8229-BUJHX,control,3
7449-HVPIV,control,9
5504-WSIUR,discount,11
8183-ONMXC,control,6
8466-PZBLH,control,9
9614-RMGHA,control,8
8735-IJJEG,discount,6
0564-MUUQK,discount,12
5054-IEXZT,control,1
5834-ASPWA,discount,6
0701-RFGFI,control,3
0019-EFAEP,control,5
5619-PTMIK,control,10
3737-XBQDD,control,5
5882-CMAZQ,discount,9
5846-QFDFI,discount,11
4445-KWOKW,control,4
3511-APPBJ,discount,11
7967-HYCDE,discount,11
2430-RRYUW,control,6
3948-XHGNA,discount,10
3723-BFBGR,control,1
0565-IYCGT,control,2
5447-WZAFP,discount,2
5110-CHOPY,control,11
5445-UTODQ,discount,2
4425-OWHWB,discount,7
7892-QVYKW,discount,3
9675-ICXCT,control,12
1024-VRZHF,control,12
4703-MQYKT,discount,4
9497-QCMMS,control,5
5692-ICXLW,control,12
0602-DDUML,discount,1
2208-MPXIO,control,7
1960-UYCNN,discount,4
0348-SDKOL,control,5
3190-FZATL,discount,2
7336-RLLRH,control,4
4373-MAVJG,discount,7
8901-HJXTF,discount,9
7710-JSYOA,control,6
5419-KLXBN,control,6
3424-NMNBO,control,10
9885-MFVSU,control,8
4514-GFCFI,control,3
0607-MVMGC,control,3
3365-SAIGS,control,2
9828-AOQLM,control,2
8022-BECSI,discount,4
8000-REIQB,control,11
9993-LHIEB,control,5
0266-CLZKZ,discount,4
7615-ESMYF,discount,10
3858-VOBET,control,9
7020-OZKXZ,control,8
3977-QCRSL,control,11
0017-DINOC,control,4
1447-PJGGA,discount,6
8565-CLBZW,discount,10
9139-WQQDY,discount,5
0224-HJAPT,control,2
8086-OVPWV,control,12
9430-FRQOC,control,4
7639-OPLNG,discount,10
3074-GQWYX,discount,12
1492-QGCLU,control,4
6845-RGTYS,control,1
7328-OWMOM,control,12
4418-LZMSV,control,9
5155-AZQPB,control,6
8861-HGGKB,discount,5
1087-GRUYI,control,3
7065-YUNRY,control,1
7694-VLBWQ,discount,1
2546-KZAAT,discount,10
0181-RITDD,discount,5
5989-PGKJB,discount,2
4795-KTRTH,discount,8
8272-ONJLV,control,8
1488-PBLJN,discount,12
0308-GIQJT,control,10
3778-FOAQW,control,2
4452-ROHMO,discount,9
6481-OGDOO,discount,11
3090-LETTY,discount,3
5349-AZPEW,discount,10
3753-TSEMP,discount,4
8305-VHZBZ,discount,9
9720-JJJOR,discount,11
8100-HZZLJ,control,6
8775-ERLNB,control,6
8309-IEYJD,discount,1
9172-JITSM,discount,1
6298-QDFNH,discount,1
7398-HPYZQ,control,9
3546-GHEAE,control,9
7361-YPXFS,control,8
6557-BZXLQ,control,3
2550-QHZGP,discount,9
7519-JTWQH,discount,5
2538-OIMXF,discount,2
8543-MSDMF,control,7
9961-JBNMK,discount,1
1170-SASML,control,3
4872-JCVCA,discount,7
5346-BZCHP,discount,10
2038-LLMLM,discount,9
6173-ITPWD,discount,6
9734-UYXQI,discount,8
1216-BGTSP,control,8
4138-NAXED,control,5
2189-UXTKY,control,5
0744-BIKKF,discount,12
