user_id,sessions_per_week,avg_watch_minutes,days_since_last_login,preferred_genre,device_type,number_of_profiles
4656-CAURT,6,33.250628990886966,29,Drama,Desktop,3
0121-SNYRK,3,35.993265085606176,3,Romance,Desktop,1
1768-ZAIFU,3,38.03486568887521,28,Comedy,Mobile,1
4671-LXRDQ,4,56.327411402612164,22,Horror,SmartTV,3
3733-LSYCE,0,32.69358188501518,19,Romance,Desktop,3
6265-FRMTQ,3,42.54832323856324,25,Comedy,SmartTV,3
1934-SJVJK,5,37.51060947530416,27,Horror,Desktop,2
3838-OZURD,5,62.185898216923036,12,Horror,SmartTV,2
1371-DWPAZ,6,18.45750165145661,19,Romance,SmartTV,1
9269-CQOOL,4,56.15727620671972,29,Comedy,Mobile,2
2017-CCBLH,7,42.37062860517593,16,Horror,SmartTV,1
7690-KPNCU,3,25.844561863320745,16,Horror,Mobile,2
0536-BGFMZ,4,11.449959382919342,19,Horror,Desktop,2
2293-IJWPS,6,38.73118693075257,6,Horror,Desktop,2
2845-HSJCY,4,30.23288074136143,22,Romance,Mobile,2
5469-NUJUR,2,69.81740577492585,26,Action,Mobile,4
1184-PJVDB,7,46.0738781155601,22,Action,Mobile,3
2625-TRCZQ,9,48.64958836149559,10,Drama,Mobile,1
4102-HLENU,6,20.708744701586724,7,Comedy,SmartTV,1
7266-GSSJX,7,33.50063934979468,25,Drama,SmartTV,1
7722-VJRQD,1,25.15677300170142,21,Horror,Desktop,3
7073-QETQY,5,22.101311315060144,12,Drama,SmartTV,2
9415-DPEWS,5,49.00374099521099,24,Horror,Desktop,2
5624-RYAMH,4,48.52642179536915,3,Romance,Desktop,3
0196-JTUQI,6,53.4670506893508,28,Drama,Mobile,4
7130-YXBRO,5,37.11290421603047,14,Action,Mobile,1
9272-LSVYH,6,16.412772635290256,20,Drama,Mobile,1
7943-RQCHR,4,47.000894153889476,27,Romance,SmartTV,3
3793-MMFUH,5,54.01744171324275,5,Drama,Mobile,2
3249-ZPQRG,6,42.817695961963544,21,Drama,Desktop,4
2568-BRGYX,4,15.761020772312975,25,Drama,SmartTV,3
3084-DOWLE,3,49.093355354150376,10,Comedy,Mobile,2
1084-MNSMJ,3,45.40080128446346,6,Comedy,Mobile,1
7721-JXEAW,6,48.18981795302056,20,Comedy,Desktop,1
7249-WBIYX,6,41.51684303372369,8,Drama,SmartTV,2
4238-HFHSN,4,34.32267719232413,16,Comedy,SmartTV,2
6250-CGGUN,3,57.86071380388652,18,Romance,SmartTV,3
5478-JJVZK,10,27.78892833997378,21,Comedy,Desktop,3
7596-IIWYC,2,80.2566791845597,27,Romance,Mobile,3
6567-HOOPW,2,32.23961025720986,4,Drama,SmartTV,2
9793-WECQC,6,41.40794984655585,12,Drama,Mobile,2
4291-HPAXL,7,38.45728569746251,0,Drama,Desktop,2
8999-YPYBV,3,28.80147805667986,13,Comedy,SmartTV,2
1839-FBNFR,5,47.986983453386905,23,Comedy,SmartTV,1
3164-AALRN,4,53.462074086546565,1,Drama,SmartTV,2
3071-MVJCD,7,49.25697131743885,22,Comedy,Desktop,2
1697-BCSHV,4,9.437536725355582,19,Horror,Desktop,2
0562-KBDVM,1,30.303372902929357,27,Drama,Mobile,2
1131-SUEKT,6,22.001394546672305,18,Horror,Mobile,2
3717-OEAUQ,2,59.951630361339156,12,Drama,Mobile,4
4538-WNTMJ,3,31.47697437518029,24,Romance,Mobile,3
3334-CTHOL,5,51.17377510232103,17,Drama,Desktop,3
4704-ERYFC,5,42.45981900560739,22,Romance,SmartTV,2
9432-RUVSL,4,17.331583192424365,10,Comedy,SmartTV,1
8060-HIWJJ,7,66.26907753969846,28,Action,Desktop,2
7684-XSZIY,3,5.422458439968971,4,Action,Desktop,3
9089-UOWJG,5,73.2668632378265,16,Horror,Desktop,1
8621-MNIHH,3,74.16314656453673,14,Comedy,Desktop,2
8039-ACLPL,6,53.41410609151623,24,Action,SmartTV,2
9885-AIBVB,3,46.24126883580902,5,Romance,Desktop,3
1934-MKPXS,2,62.5044604332027,19,Action,SmartTV,4
2592-YKDIF,3,28.82830860686652,2,Horror,Mobile,3
2272-JKMSI,3,53.699944432666726,5,Horror,Desktop,2
0471-LVHGK,6,40.28426430938557,12,Drama,Desktop,3
9518-RWHZL,4,18.05861951714777,20,Horror,Desktop,2
8714-CTZJW,6,29.795089316684443,9,Horror,SmartTV,4
3569-EDBPQ,5,20.5146380445107,23,Romance,SmartTV,1
3131-NWVFJ,5,34.301258089866764,5,Romance,SmartTV,4
7521-YXVZY,4,33.55591582442297,6,Drama,Mobile,1
5419-CONWX,5,14.476126670387982,8,Comedy,SmartTV,4
6240-EURKS,4,48.67802137813452,29,Romance,Mobile,1
2373-NTKOD,8,20.912367299762895,4,Comedy,Mobile,4
1970-KKFWL,5,47.46952571904033,14,Comedy,Desktop,3
6960-HVYXR,4,39.878919430085936,20,Romance,Mobile,4
9337-SRRNI,4,57.06937923274126,1,Drama,SmartTV,2
0895-UADGO,7,15.684036746326585,16,Horror,Desktop,2
5678-VFNEQ,3,30.70055557591808,17,Romance,Desktop,4
5977-CKHON,3,62.97196705224687,22,Romance,SmartTV,2
7024-OHCCK,9,19.944443912449053,25,Horror,Mobile,1
2692-BUCFV,9,13.33233038796781,21,Comedy,SmartTV,1
7861-UVUFT,5,59.91179397689827,0,Romance,SmartTV,2
1830-GGFNM,8,38.69807495022441,21,Comedy,SmartTV,1
5302-BDJNT,3,19.90037074286294,24,Drama,Desktop,4
5223-UZAVK,4,47.96356028330967,17,Action,Mobile,1
4859-ZSRDZ,4,27.27121213838782,6,Action,Desktop,1
5651-WYIPH,7,53.526420958716244,10,Action,SmartTV,4
9350-VLHMB,6,28.12567011435799,0,Horror,SmartTV,2
3498-LZGQZ,6,59.33703911769293,27,Drama,Mobile,1
8785-CJSHH,4,30.16839535005546,2,Horror,SmartTV,1
5357-TZHPP,5,23.582460002333285,29,Horror,Mobile,1
3870-SPZSI,6,40.97566799616415,0,Action,Mobile,1
0680-DFNNY,6,51.07972472006201,28,Romance,Mobile,1
7560-QRBXH,3,71.87287606227393,3,Action,Desktop,1
7077-XJMET,5,49.7640264721002,11,Comedy,SmartTV,2
8752-GHJFU,6,48.68051034641072,19,Horror,Mobile,1
6896-SRVYQ,4,48.58907120637426,9,Drama,SmartTV,3
7767-UXAGJ,8,24.673358303382937,29,Drama,Desktop,4
4652-ODEVH,3,44.5455420695463,15,Drama,SmartTV,2
6510-UPNKS,8,54.67313158339673,14,Romance,Mobile,3
6718-BDGHG,6,68.39802165735928,11,Drama,Mobile,1
9046-DQMTP,3,28.840182933988213,4,Drama,Desktop,3
6439-LAJXL,3,34.05634217085788,14,Horror,Desktop,3
1571-SAVHK,5,49.74092360805443,24,Horror,Mobile,1
9052-VKDUW,5,55.19425179487622,7,Drama,Desktop,2
9546-CQJSU,4,39.21133778625947,9,Horror,Desktop,4
1666-JZPZT,3,36.80272134483811,9,Romance,Desktop,1
5777-KJIRB,7,24.376994215604654,27,Horror,Desktop,4
0506-LVNGN,5,30.5199193816064,0,Horror,Desktop,2
7677-SJJJK,2,27.475511189631508,15,Drama,SmartTV,4
2480-EJWYP,5,37.73310335829229,19,Drama,Mobile,2
3253-HKOKL,10,23.5919379416449,16,Action,Desktop,3
7055-HNEOJ,3,60.97415750767321,10,Romance,SmartTV,4
5514-YQENT,4,46.222714973198606,2,Romance,Desktop,1
3211-AAPKX,6,27.53537928815724,4,Romance,SmartTV,4
8445-DNBAE,10,25.489076348714352,24,Horror,Desktop,4
2951-QOQTK,4,38.44684089953327,0,Action,Desktop,3
2958-NHPPS,10,29.83336909139358,25,Romance,Mobile,3
6806-YDEUL,6,28.734895328658897,12,Drama,SmartTV,4
1735-XMJVH,2,29.160222335059533,21,Comedy,Mobile,3
6890-PFRQX,1,50.46720346119491,22,Drama,SmartTV,3
0222-CNVPT,4,43.97333167278248,28,Romance,SmartTV,1
5899-OUVKV,10,39.14946351829723,9,Horror,Desktop,3
8681-ICONS,7,27.10471582829031,19,Action,Mobile,1
1621-YNCJH,9,45.590998092496385,27,Comedy,Mobile,2
3473-XIIIT,2,38.89826123979937,27,Drama,Mobile,4
6362-QHAFM,8,49.406601100780605,1,Comedy,Desktop,4
7893-IXHRQ,5,50.911350893003416,28,Horror,SmartTV,1
3070-BDOQC,4,52.119762814197735,29,Comedy,Desktop,3
2952-QAYZF,5,41.9021373351775,26,Romance,Mobile,3
6234-PFPXL,3,61.041401078273466,14,Drama,Mobile,3
9824-QCJPK,6,7.325453731343698,11,Action,Desktop,1
4763-PGDPO,7,37.78504628363469,28,Horror,Mobile,4
4283-IVYCI,7,19.285716743108352,23,Comedy,Mobile,2
1866-OBPNR,6,71.08289368435189,1,Horror,SmartTV,1
8205-MQUGY,8,53.52293304418769,2,Drama,Mobile,2
8970-ANWXO,4,61.53314874369409,11,Romance,Desktop,1
9480-BQJEI,6,39.535897010704446,13,Drama,Mobile,2
5394-SVGJV,9,48.18630013552424,27,Action,Desktop,3
6979-TNDEU,5,15.04415784472408,18,Action,SmartTV,1
9777-WJJPR,9,38.301515320967766,2,Action,Desktop,1
9283-LZQOH,5,19.619330422400694,5,Drama,Mobile,1
7079-QRCBC,5,37.864717745979505,14,Horror,SmartTV,1
9495-SKLKD,1,37.2382855720457,25,Romance,SmartTV,1
6048-UWKAL,2,31.694393974874316,28,Action,SmartTV,4
5067-DGXLL,6,29.201494418648103,14,Action,Mobile,1
5469-CTCWN,4,26.33348556993944,21,Drama,SmartTV,2
9851-QXEEQ,8,60.547632196352595,20,Horror,SmartTV,1
6281-FKEWS,4,45.58413964506108,5,Action,SmartTV,2
8898-KASCD,8,39.18441305334714,25,Drama,SmartTV,1
9242-TKFSV,2,36.2397356695829,6,Action,Mobile,1
9290-SHCMB,1,35.393750223775626,15,Horror,Mobile,3
0743-HNPFG,1,59.75394145781492,13,Comedy,Desktop,3
2277-BKJKN,2,57.767630635420026,20,Horror,Desktop,4
9809-IMGCQ,4,32.42303158691276,20,Drama,Mobile,3
5208-HFSBT,5,62.25734041485244,25,Action,Desktop,3
5035-PGZXH,4,45.791599140976004,3,Horror,Mobile,4
8695-WDYEA,3,46.940491038604996,1,Comedy,Mobile,2
6543-JXSOO,1,8.028348079369099,14,Horror,SmartTV,4
8016-ZMGMO,6,52.90377794070854,8,Comedy,Mobile,3
8605-ITULD,2,20.37021462161705,2,Action,SmartTV,1
3254-YRILK,9,37.06158242878077,16,Romance,SmartTV,3
6416-YJTTB,8,40.79425138049101,27,Drama,Desktop,1
2667-WYLWJ,3,37.24422455528987,3,Horror,SmartTV,4
4472-VESGY,7,36.6517666332557,19,Comedy,SmartTV,1
3195-TQDZX,1,44.93250767770653,17,Romance,SmartTV,1
3128-YOVTD,6,28.282253605191435,28,Drama,Desktop,1
0529-ONKER,2,29.566712998741714,4,Comedy,SmartTV,2
1728-CXQBE,7,52.6064923534523,5,Romance,SmartTV,2
7041-TXQJH,4,44.178473475594934,15,Comedy,Mobile,3
5014-GSOUQ,4,22.43039017035016,28,Drama,Desktop,4
5724-BIDBU,2,33.33234810904539,24,Romance,Mobile,2
0481-SUMCB,2,57.453623046619185,0,Horror,Mobile,3
1769-GRUIK,7,42.15289833643594,18,Comedy,Mobile,2
5240-IJOQT,8,51.452387480703635,29,Horror,Mobile,4
8819-WFGGJ,3,64.3474576715875,24,Romance,Mobile,3
7427-AUFPY,3,40.99380501889125,26,Romance,Mobile,4
2811-POVEX,6,20.859530387144385,3,Comedy,SmartTV,4
1092-GANHU,5,26.962101889417674,7,Drama,Mobile,4
7898-PDWQE,5,13.169411407082762,28,Drama,Mobile,4
9972-EWRJS,5,39.173962963066565,7,Drama,Desktop,1
9314-IJWSQ,5,54.22383311524014,23,Romance,SmartTV,4
0661-XEYAN,5,42.4690926709479,2,Horror,Desktop,3
5799-JRCZO,2,44.986316810025464,23,Romance,Mobile,2
1921-KYSAY,2,48.450197754643405,22,Horror,Mobile,2
6198-RTPMF,3,37.60719369633681,18,Drama,Desktop,3
2924-KHUVI,7,23.89509494808015,7,Comedy,Mobile,4
1925-GMVBW,4,15.235921078430254,9,Horror,Mobile,3
7881-EVUAD,6,44.17573049513299,5,Action,SmartTV,3
6184-DYUOB,8,37.828367194320926,28,Action,SmartTV,3
9207-ZPANB,4,39.7228719402379,2,Comedy,Desktop,4
5766-XQXMQ,5,23.6331683337395,4,Comedy,Mobile,4
9327-QSDED,2,68.5906174184583,20,Drama,SmartTV,4
1656-DRSMG,3,50.16556085485759,10,Drama,Desktop,2
3012-VFFMN,7,82.71388832071588,18,Romance,Mobile,1
2984-AFWNC,4,29.078858510529365,4,Horror,Desktop,2
0640-YJTPY,3,41.57540067533443,24,Drama,Mobile,2
8096-LOIST,12,18.398611287466167,6,Drama,SmartTV,1
9764-REAFF,9,50.19301777200269,0,Romance,Mobile,1
3703-VAVCL,6,36.92567265651633,3,Drama,SmartTV,2
7107-UBYKY,2,43.469208342517064,2,Drama,Mobile,4
4881-GQJTW,5,26.048868744859284,13,Comedy,Desktop,2
8519-QJGJD,7,52.45319396600117,13,Romance,SmartTV,3
7876-DNYAP,5,52.62422782797405,6,Horror,Desktop,4
7905-NJMXS,7,38.226434887225366,26,Comedy,Mobile,2
2882-WDTBA,3,41.13855874101131,21,Action,SmartTV,3
2091-GPPIQ,4,54.51381631024887,13,Horror,Desktop,1
6326-MTTXK,4,33.059509807963224,24,Action,Mobile,3
5071-FBJFS,4,54.130154976038554,1,Comedy,SmartTV,4
2796-UUZZO,8,32.12831133198851,19,Romance,SmartTV,3
2429-AYKKO,9,26.036339894013125,11,Action,SmartTV,3
9798-OPFEM,7,16.409346514309345,21,Action,SmartTV,3
0330-IVZHA,6,41.7785765317355,9,Action,Mobile,4
3794-NFNCH,6,48.324975145274735,13,Action,Mobile,1
5193-QLVZB,7,46.870583482934705,25,Action,Desktop,1
7114-AEOZE,6,53.233055497908424,7,Horror,Mobile,4
2886-KEFUM,3,29.510911894732395,24,Drama,Mobile,3
5522-NYKPB,3,43.481550992252735,17,Action,Desktop,3
4237-RLAQD,2,71.9357864053525,3,Comedy,Mobile,2
9957-YODKZ,3,39.437718757908314,17,Romance,SmartTV,3
6518-KZXCB,3,23.490971203807543,7,Comedy,Mobile,4
2245-ADZFJ,6,43.47121154886038,23,Action,SmartTV,4
7776-QGYJC,6,53.84239598061443,24,Action,Desktop,4
9313-QOLTZ,8,33.24377614216579,1,Romance,SmartTV,4
9651-GTSAQ,8,42.07748754426053,4,Romance,SmartTV,1
3186-BAXNB,6,38.29767417811059,15,Drama,Desktop,2
4672-FOTSD,3,50.264992522780084,8,Romance,Mobile,3
0637-YLETY,2,9.5520769121321,3,Romance,SmartTV,3
9818-XQCUV,3,49.408493109556495,23,Horror,Mobile,3
7338-ERIVA,3,62.40638152201214,15,Romance,Desktop,3
1157-BQCUW,5,55.45183635109035,17,Action,Desktop,3
8259-NFJTV,2,37.68006919639782,26,Comedy,Mobile,4
3223-DWFIO,6,46.426425809538955,24,Romance,SmartTV,1
2660-EMUBI,5,52.72444113614486,22,Romance,SmartTV,3
6968-GMKPR,0,62.47002584481937,9,Romance,Desktop,1
4751-ERMAN,10,53.157708673394936,16,Comedy,SmartTV,1
1436-ZMJAN,3,33.29523137599875,7,Romance,Desktop,4
3292-PBZEJ,3,37.1121867034125,24,Comedy,Mobile,4
0799-DDIHE,3,43.17737707530583,0,Horror,Mobile,4
3070-FNFZQ,0,69.23042310333234,7,Action,Mobile,2
2812-SFXMJ,6,37.957076284164025,28,Romance,SmartTV,4
7675-OZCZG,7,48.018003109024185,22,Comedy,Mobile,2
5014-WUQMG,5,67.75628400336771,11,Romance,Mobile,3
5312-TSZVC,5,14.006280445728196,21,Drama,Mobile,1
2003-CKLOR,4,42.23005456426735,29,Action,Desktop,4
0993-OSGPT,5,32.69225084573507,21,Romance,Mobile,4
9254-RBFON,1,40.38648295412716,1,Comedy,Mobile,4
1205-WNWPJ,2,47.09813480849974,6,Comedy,Desktop,2
9391-EOYLI,7,35.522888413936,29,Action,Desktop,3
7108-DGVUU,5,27.119436083565706,28,Romance,Desktop,4
2782-JEEBU,2,55.969957773115816,6,Drama,Mobile,3
5127-BZENZ,5,41.85925274961674,11,Drama,SmartTV,1
2720-FVBQP,6,41.266113303064635,22,Action,Desktop,4
9906-NHHVC,2,47.69913438604013,1,Action,Desktop,3
4522-XRWWI,6,35.724691300803855,1,Drama,SmartTV,3
3766-EJLFL,3,36.06399543281534,6,Romance,Desktop,4
5939-SXWHM,6,48.67029375248137,29,Action,Desktop,3
8152-UOBNY,5,37.00950508072423,6,Horror,SmartTV,1
7351-KYHQH,3,25.7291072709418,12,Horror,Mobile,3
7643-RCHXS,6,30.90668357579394,25,Horror,Desktop,3
8246-SHFGA,5,41.64609295139307,20,Action,Desktop,2
8387-MOJJT,7,42.22371568159972,15,Action,SmartTV,4
0620-XEFWH,7,22.459574605676487,16,Drama,Mobile,2
6485-QXWWE,4,41.26289861134625,5,Horror,SmartTV,4
2761-OCIAX,7,46.03201459179199,1,Horror,SmartTV,2
7321-VGNKU,7,18.043538298254646,11,Romance,SmartTV,2
5327-CNLUQ,4,29.571713180122597,21,Horror,Desktop,3
7552-KEYGT,5,38.65574450317264,4,Action,SmartTV,2
5816-JMLGY,8,27.10378216923081,11,Action,Desktop,3
3068-OMWZA,10,56.52071395059791,9,Horror,SmartTV,4
2927-QRRQV,6,21.285601643019547,12,Horror,SmartTV,2
6032-KRXXO,4,29.4630867679069,2,Action,SmartTV,2
7459-RRWQZ,4,41.52440152882957,11,Drama,SmartTV,1
6265-SXWBU,7,32.71187140120225,7,Action,Mobile,4
7941-RCJOW,6,22.19417483681609,4,Action,Desktop,3
6374-NTQLP,3,60.31714625900453,9,Action,SmartTV,3
4154-AQUGT,5,16.338487611410233,14,Comedy,SmartTV,3
2387-KDZQY,0,32.665464279674204,26,Action,SmartTV,2
3584-WKTTW,3,52.08814331680238,13,Drama,SmartTV,3
3399-BMLVW,3,66.29127356317021,19,Comedy,Desktop,2
1971-DTCZB,4,42.29690027617537,15,Drama,SmartTV,3
3092-IGHWF,5,34.70862587047094,4,Action,Desktop,1
3374-PZLXD,5,46.849303083067724,8,Horror,Desktop,4
3813-DHBBB,6,5.0,1,Romance,Desktop,2
2812-REYAT,9,42.30323586250023,0,Romance,Desktop,2
6518-PPLMZ,3,58.79612526875782,10,Horror,Desktop,1
4939-KYYPY,4,61.50951232217146,9,Comedy,Desktop,2
8017-LXHFA,6,50.56904369535191,16,Romance,SmartTV,3
5930-GBIWP,3,46.15597598496911,1,Action,Mobile,4
6022-KOUQO,4,33.735964542517834,8,Horror,SmartTV,4
6352-TWCAU,6,51.820492588102574,10,Comedy,SmartTV,3
2361-UPSND,2,30.461110261950203,10,Romance,Mobile,3
6035-RIIOM,4,32.210238893065416,28,Comedy,SmartTV,4
2929-QNSRW,6,26.276356261223132,26,Drama,SmartTV,3
1262-OPMFY,7,46.30422126770085,9,Action,SmartTV,4
9504-DSHWM,8,40.50841097267399,10,Action,SmartTV,4
5035-BVCXS,3,31.961973731172257,14,Horror,Mobile,4
6267-DCFFZ,4,35.95397687463154,29,Comedy,Desktop,2
3533-UVMOM,4,36.28758250130195,12,Romance,Mobile,1
2439-LYPMQ,5,49.20376742171089,20,Comedy,Mobile,1
4248-QPAVC,8,52.79728789500519,27,Action,SmartTV,4
1899-VXWXM,6,31.29566129718061,17,Comedy,Mobile,1
1478-VPOAD,4,42.99935116000446,6,Drama,SmartTV,3
9995-HOTOH,5,56.7037256503895,16,Comedy,Desktop,4
2988-PLAHS,1,40.51482322708157,17,Action,Mobile,1
1371-OJCEK,6,33.924449022352874,9,Comedy,Desktop,2
4999-IEZLT,3,35.81066912973998,16,Comedy,Mobile,1
8883-ANODQ,4,28.628182823673,24,Comedy,Desktop,3
4690-LLKUA,5,33.60850908388502,22,Romance,Desktop,4
2351-RRBUE,9,53.99204295768555,18,Horror,SmartTV,4
5980-BDHPY,2,36.47732094971622,20,Comedy,Mobile,3
1498-DQNRX,5,20.425444566415337,23,Romance,Desktop,4
9469-WEJBT,6,34.60418988695427,2,Horror,SmartTV,4
3331-HQDTW,8,42.882570857086115,13,Drama,Desktop,3
9490-DFPMD,4,23.095158609980977,7,Action,SmartTV,3
2581-VKIRT,4,41.02060914697786,2,Drama,Desktop,1
5442-XSDCW,3,37.00031572204882,21,Romance,SmartTV,1
7426-WEIJX,7,5.0,25,Action,SmartTV,3
2851-MMUTZ,7,36.994602844572164,29,Drama,Desktop,4
3049-NDXFL,4,18.052546473522497,5,Drama,SmartTV,2
8580-AECUZ,2,5.0,1,Horror,Mobile,2
3307-TLCUD,5,54.896525454462264,1,Romance,Mobile,2
6625-FLENO,5,40.355990534625164,15,Romance,Mobile,4
2967-MXRAV,8,57.845748168982986,13,Comedy,Desktop,3
7963-GQRMY,4,43.54898005597156,14,Romance,SmartTV,1
8189-HBVRW,2,31.227970396525038,23,Romance,Mobile,3
4163-KIUHY,6,27.876590712134455,1,Comedy,Mobile,1
1228-FZFRV,4,29.31236774466377,1,Drama,Desktop,2
3500-NSDOA,3,18.334808573800824,22,Romance,SmartTV,3
1171-TYKUR,2,36.578651349816994,27,Horror,Mobile,4
3761-FLYZI,1,41.83437379909865,0,Drama,SmartTV,3
2058-DCJBE,3,56.236919518138166,18,Drama,Desktop,4
5364-XYIRR,7,42.38134305712732,28,Drama,Desktop,2
4829-AUOAX,3,72.30997354009158,24,Drama,Desktop,3
1219-NNDDO,6,26.363334428058998,2,Romance,SmartTV,1
8388-DMKAE,4,34.31939151576813,21,Drama,SmartTV,2
4403-BWPAY,4,30.444440545456978,15,Horror,Mobile,2
9659-QEQSY,3,43.1556896283218,13,Romance,SmartTV,1
5405-ZMYXQ,6,41.33313222594918,29,Action,Mobile,3
5047-LHVLY,6,24.451074728935225,6,Drama,Mobile,2
1442-OKRJE,7,47.51521630308494,28,Horror,SmartTV,2
4737-AQCPU,6,43.60986045251547,19,Horror,Desktop,2
9158-VCTQB,7,33.76336462156995,15,Horror,SmartTV,3
2808-CHTDM,4,36.02292600992649,27,Romance,SmartTV,4
6311-UEUME,6,64.16525340289844,20,Romance,SmartTV,2
0793-TWELN,10,44.11383011089307,13,Romance,Desktop,3
3283-WCWXT,6,16.22015588378895,9,Drama,Mobile,1
1060-ENTOF,3,25.708003259074346,4,Drama,SmartTV,1
0999-QXNSA,5,81.20569665611906,12,Horror,Mobile,2
5451-MHQOF,4,32.275569997401185,23,Action,Mobile,2
4836-WNFNO,4,41.96036318548141,2,Drama,SmartTV,4
9225-BZLNZ,3,39.31929695150464,29,Drama,Desktop,3
0354-VXMJC,5,35.73721424716961,16,Action,Mobile,1
4422-QVIJA,4,47.79203441186525,4,Comedy,Mobile,1
9365-SRSZE,6,20.731479443093555,16,Drama,Desktop,2
6839-ITVZJ,8,36.201898251447716,0,Comedy,SmartTV,4
8332-OSJDW,4,49.24248922515792,2,Drama,SmartTV,2
4735-BJKOU,2,42.834090628005974,14,Horror,Desktop,4
0274-JKUJR,6,22.123862285661303,16,Drama,SmartTV,3
5740-YHGTW,11,31.436492779354808,27,Drama,Mobile,4
8917-SZTTJ,2,29.21968924223159,29,Drama,Mobile,3
1696-MZVAU,2,51.63166049880601,10,Romance,Desktop,2
7359-WWYJV,6,5.0,25,Horror,SmartTV,2
0375-HVGXO,4,30.16080266057794,1,Horror,SmartTV,2
4906-ZHGPK,7,19.674882919983418,1,Romance,Mobile,1
8593-WHYHV,6,64.19854680404495,6,Action,Mobile,1
3795-GWTRD,6,73.9656377914429,21,Horror,Mobile,4
1298-PHBTI,4,58.50996653582337,9,Horror,SmartTV,2
6223-DHJGV,4,33.46578728967812,6,Comedy,Desktop,1
6961-MJKBO,2,19.449375155946036,0,Action,Mobile,3
6097-EQISJ,1,55.93555780841155,2,Action,Mobile,1
4423-YLHDV,5,37.418007357649294,7,Comedy,Desktop,2
8158-WPEZG,3,30.76878069010758,8,Drama,Desktop,3
0107-YHINA,9,28.25542205621804,23,Action,SmartTV,2
4918-FYJNT,6,70.03079328198913,10,Comedy,Desktop,3
0727-BNRLG,9,34.417061422837435,11,Romance,Desktop,4
4854-CIDCF,3,29.62136231354259,21,Horror,Desktop,3
8640-SDGKB,8,38.964309957425456,2,Horror,SmartTV,2
3280-MRDOF,6,58.27504010191282,12,Horror,SmartTV,3
6435-SRWBJ,3,5.0,6,Comedy,Desktop,3
9964-WBQDJ,4,53.83061616420629,22,Horror,SmartTV,3
6303-KFWSL,6,36.40823028917012,20,Romance,Desktop,3
1702-CCFNJ,3,64.7305847705386,12,Horror,SmartTV,4
8932-CZHRQ,5,50.26273818026874,23,Drama,SmartTV,2
0386-CWRGM,3,15.78986258229072,14,Horror,SmartTV,3
5515-RUGKN,1,37.356260240949865,18,Horror,Desktop,4
0404-AHASP,6,36.025744293484884,11,Romance,SmartTV,2
7279-NMVJC,7,36.52169159955898,8,Drama,Desktop,3
2081-VEYEH,4,14.89539734228276,16,Action,SmartTV,4
6407-UTSLV,5,41.44769830813152,26,Comedy,Desktop,1
4116-TZAQJ,6,61.84980879066615,0,Romance,SmartTV,2
9060-HJJRW,7,31.482267383566583,23,Horror,Mobile,4
2587-YNLES,6,30.254751445145693,12,Action,Mobile,2
7398-SKNQZ,4,56.691123454542875,3,Drama,Mobile,1
5935-FCCNB,5,40.47781185652799,2,Drama,Mobile,4
1958-RNRKS,5,22.879075910590675,25,Horror,SmartTV,4
5136-RGMZO,10,47.04498485800383,26,Horror,Desktop,1
8345-MVDYC,4,31.13550495115455,28,Romance,Mobile,2
8226-BXGES,4,50.138732581654644,2,Drama,SmartTV,4
3877-JRJIP,4,23.00164398023673,8,Drama,Mobile,1
8375-DKEBR,7,38.35473030841165,11,Drama,Desktop,1
9705-IOVQQ,4,47.92273081467953,23,Comedy,Mobile,4
1015-OWJKI,1,53.227856090972054,16,Romance,SmartTV,3
7511-YMXVQ,4,17.211897949459992,26,Drama,Desktop,3
2040-XBAVJ,5,74.98106053328819,2,Romance,Desktop,4
7551-JOHTI,5,63.67641653990462,7,Comedy,Desktop,3
8887-IPQNC,7,58.800882423356384,12,Romance,Desktop,1
8646-JCOMS,4,59.134543460411024,5,Romance,Desktop,4
9804-ICWBG,4,46.03701197278248,21,Drama,Mobile,3
1222-KJNZD,3,45.46889905604463,1,Horror,SmartTV,2
0106-GHRQR,5,49.56255698223971,22,Horror,Mobile,1
5318-IXUZF,1,45.938369165311954,4,Romance,Desktop,3
3768-VHXQO,5,53.96494231314578,15,Drama,Mobile,2
8952-WCVCD,4,29.935079390765605,8,Comedy,Desktop,4
2418-TPEUN,5,27.090114189634463,15,Horror,Desktop,1
3963-RYFNS,5,23.468042082139227,25,Horror,SmartTV,1
3198-VELRD,9,49.2020238948835,18,Romance,SmartTV,1
8540-ZQGEA,7,41.739942335746946,11,Action,Desktop,4
1320-REHCS,4,44.32738678462337,18,Comedy,SmartTV,3
4137-JOPHL,4,47.03292878616409,20,Comedy,Desktop,2
9436-ZBZCT,3,45.410425780920114,26,Romance,SmartTV,4
7801-CEDNV,6,39.47178187484565,23,Drama,SmartTV,3
2057-BOYKM,6,27.1831705890213,19,Action,Desktop,2
3658-QQJYD,4,47.057769031467124,13,Romance,Mobile,3
1803-BGNBD,7,68.29916204380581,19,Drama,SmartTV,4
0134-XWXCE,7,13.22253771435541,9,Romance,Mobile,3
6950-TWMYB,3,60.60832329930868,14,Drama,SmartTV,4
5848-FHRFC,6,19.10183545061077,9,Action,SmartTV,2
2243-FNMMI,4,34.75821518082012,22,Drama,Mobile,1
2511-MORQY,4,36.08254718619382,5,Drama,Mobile,3
5356-KZCKT,7,17.656815366305967,9,Comedy,Desktop,4
9470-XCCEM,7,47.978272489714385,17,Horror,SmartTV,1
