user_id,billing_cycle,payment_success,failed_payment_count,chargeback_flag,monthly_revenue
8095-WANWK,24,1,0,0,45.25
3030-ZKIWL,9,1,0,0,20.05
9565-FLVCG,10,1,0,0,69.55
8755-OGKNA,1,1,0,0,19.5
2800-VEQXM,14,0,0,0,0.0
7538-GWHML,1,1,0,0,69.65
5533-RJFTJ,18,1,0,0,30.2
3859-CVCET,15,1,0,0,45.65
0214-JHPFW,6,1,0,0,57.8
5642-MHDQT,20,1,0,0,19.85
3088-FVYWK,5,1,0,0,25.55
3276-HDUEG,8,1,0,0,75.05
9092-GDZKO,5,1,0,0,24.85
0823-HSCDJ,5,1,0,0,49.15
3729-OWRVL,5,1,0,0,110.35
2324-AALNO,21,1,0,0,24.55
0822-GAVAP,13,1,0,0,34.7
5760-IFJOZ,18,1,0,0,107.95
2826-UWHIS,17,1,0,0,81.4
1448-PWKYE,19,1,0,0,80.0
7501-IWUNG,15,1,0,0,73.8
4957-TREIR,21,1,0,0,64.4
7251-LJBQN,16,1,0,0,103.75
8040-MNRTF,12,0,0,0,0.0
1536-HBSWP,3,1,0,0,49.9
5313-FPXWG,10,1,0,0,24.6
0067-DKWBL,3,1,0,0,49.25
0946-FKYTX,13,1,0,0,30.1
5076-YVXCM,11,1,1,0,83.4
8262-COGGB,10,1,0,0,20.45
6663-JOCQO,10,1,0,0,75.25
9620-QJREV,5,1,0,0,20.55
2276-YDAVZ,4,1,0,0,75.1
2682-KEVRP,16,1,0,0,20.05
2480-JZOSN,2,1,1,0,20.65
0078-XZMHT,13,1,0,0,85.15
5896-NPFWW,1,1,0,0,50.15
9978-HYCIN,24,1,0,0,84.95
8338-QIUNR,3,1,0,0,66.5
1525-LNLOJ,14,1,0,0,63.3
9450-TRJUU,23,1,0,1,83.15
1766-GKNMI,9,1,0,0,84.9
6942-LBFDP,4,1,0,0,20.55
1456-TWCGB,18,1,0,0,49.25
7133-VBDCG,13,1,0,0,79.85
7596-ZYWBB,18,1,0,0,59.6
8329-UTMVM,14,1,0,0,104.65
3014-WJKSM,12,1,0,0,75.3
3347-YJZZE,9,1,0,0,80.1
1029-QFBEN,10,1,0,0,19.55
7929-DMBCV,20,1,0,0,81.0
9661-JALZV,10,1,0,0,24.7
5433-KYGHE,16,1,0,1,86.0
4312-KFRXN,21,1,0,0,25.4
5575-TPIZQ,7,1,0,0,89.15
0114-IGABW,17,1,0,0,58.25
9944-AEXBM,16,1,1,0,85.65
1853-ARAAQ,14,1,1,0,50.35
6952-OMNWB,23,1,0,0,80.35
4697-LUPSU,19,0,0,0,0.0
8434-VGEQQ,22,1,0,0,20.55
4952-YSOGZ,15,1,0,0,85.95
1589-AGTLK,7,1,0,0,45.35
5244-IRFIH,5,1,1,0,94.5
6549-YMFAW,6,1,0,0,21.25
4950-HKQTE,13,1,0,0,26.25
6786-OBWQR,10,1,0,0,80.85
2684-EIWEO,12,1,0,0,91.7
2753-JMMCV,15,0,0,0,0.0
6439-GTPCA,11,1,0,0,87.25
6621-YOBKI,15,1,0,0,20.35
1216-JWVUX,22,1,0,0,75.5
7564-GHCVB,4,1,0,0,79.05
1173-NOEYG,13,1,0,0,90.15
7595-EHCDL,14,1,0,0,50.6
6647-ZEDXT,3,1,1,1,110.45
2521-NPUZR,8,1,0,0,101.0
1307-TVUFB,11,1,1,0,79.35
7503-MIOGA,13,1,0,0,89.85
4381-MHQDC,3,1,0,0,65.0
6923-JHPMP,15,1,0,0,80.45
5138-WVKYJ,21,1,0,0,98.55
4018-PPNDW,7,1,0,0,24.1
1635-FJFCC,9,1,0,0,44.05
2499-AJYUA,22,1,0,0,110.8
6919-ELBGL,7,0,0,1,0.0
3966-HRMZA,5,1,1,0,75.05
6425-JWTDV,7,0,0,0,0.0
8405-IGQFX,6,1,0,0,90.05
8224-IVVPA,9,1,1,0,56.7
9477-LGWQI,24,1,0,0,80.15
1410-RSCMR,20,1,1,0,71.35
3115-CZMZD,9,1,0,0,20.25
0139-IVFJG,24,1,0,0,90.35
6683-VLCTZ,17,1,0,0,98.55
5730-DBDSI,1,1,0,0,19.7
0030-FNXPP,10,1,0,0,19.85
2189-WWOEW,22,1,0,0,85.9
5684-FJVYR,15,1,0,0,90.35
4013-GUXND,17,1,0,0,20.8
1894-IGFSG,1,1,0,0,89.25
7379-POKDZ,13,1,0,0,70.3
1266-NZYUI,16,1,0,0,66.85
7969-FFOWG,19,1,0,0,19.9
4718-DHSMV,17,1,1,0,35.8
5175-WLYXL,5,1,0,0,78.85
7817-OMJNA,8,1,0,0,20.4
8728-SKJLR,3,1,0,0,74.25
3137-NYQQI,19,1,1,0,64.8
7706-DZNKK,4,1,0,0,20.45
0236-HFWSV,11,1,0,0,93.35
3900-AQPHZ,18,1,0,0,19.9
5842-POCOP,18,0,0,0,0.0
2037-XJFUP,5,1,0,0,95.8
8823-RLPWL,14,1,0,0,110.65
9505-SQFSW,13,1,0,0,40.3
7314-OXENN,17,1,0,0,82.0
3758-CKOQL,4,1,0,0,107.0
0322-CHQRU,10,1,0,1,45.35
5676-CFLYY,20,1,0,0,73.35
7521-AFHAB,6,1,2,0,44.8
0285-INHLN,9,1,0,0,54.75
4678-DVQEO,5,1,0,0,52.2
5125-CNDSP,16,1,0,0,40.6
0691-IFBQW,19,1,1,0,110.0
4992-LTJNE,23,1,0,0,55.3
2202-OUTMO,1,1,0,0,60.85
0810-BDHAW,23,1,0,0,78.4
0229-LFJAF,14,1,0,0,69.65
7131-ZQZNK,12,1,0,0,59.85
3442-ZHHCC,7,1,0,0,76.9
5726-CVNYA,23,1,0,0,19.85
9871-ELEYA,18,1,0,0,67.65
4257-GAESD,6,1,0,0,45.0
5173-WXOQV,22,1,0,0,64.2
2040-OBMLJ,12,1,1,0,81.7
6286-ZHAOK,19,1,0,0,25.55
3807-XHCJH,22,1,0,0,20.0
3009-JWMPU,9,1,0,0,96.75
5671-RQRLP,11,1,0,0,75.65
1450-GALXR,2,1,0,0,98.5
8859-AXJZP,8,1,0,0,23.8
3174-AKMAS,12,1,1,0,64.2
3138-BKYAV,19,1,1,0,85.35
9926-PJHDQ,10,0,0,0,0.0
7382-DFJTU,1,1,0,0,55.2
2798-NYLMZ,6,1,0,0,108.55
4289-DTDKW,5,1,0,0,101.3
1820-TQVEV,18,1,0,0,69.55
2239-JALAW,4,1,0,0,103.25
4853-RULSV,20,1,0,0,104.0
8098-TDCBU,23,1,0,1,25.25
3551-GAEGL,24,1,0,0,30.4
4785-NKHCX,1,1,0,0,20.05
3196-NVXLZ,14,1,1,0,84.6
6275-YDUVO,4,1,0,0,86.2
0036-IHMOT,24,1,0,0,103.7
0115-TFERT,18,0,0,0,0.0
4178-EGMON,19,1,0,0,88.0
4220-TINQT,15,1,0,0,106.35
5318-YKDPV,19,0,0,0,0.0
7975-TZMLR,18,1,0,0,103.1
0295-QVKPB,7,1,0,0,63.95
4335-BSMJS,21,1,0,0,25.8
2311-QYMUQ,15,1,0,0,89.45
3643-AHCFP,17,1,0,0,95.6
9146-JRIOX,21,1,1,0,25.55
3104-OWCGK,24,1,0,0,90.95
5337-IIWKZ,24,0,0,0,0.0
9101-BWFSS,4,1,0,0,108.55
9650-VBUOG,4,1,0,0,25.05
3487-EARAT,13,1,1,0,74.1
2672-TGEFF,19,1,0,0,88.8
9231-ZJYAM,8,1,0,0,78.85
4250-WAROZ,7,1,0,0,93.25
8184-WMOFI,12,1,0,0,71.4
6982-SSHFK,17,1,1,0,44.4
6092-QZVPP,19,1,0,0,79.2
4625-LAMOB,19,1,0,0,20.4
0727-BMPLR,10,1,0,0,100.0
0392-BZIUW,4,1,0,0,105.0
1038-ZAGBI,14,1,0,0,19.8
6549-NNDYT,9,1,0,0,30.85
3027-ZTDHO,1,1,0,0,89.9
0422-OHQHQ,1,1,0,0,20.55
6916-HIJSE,23,1,0,0,84.85
2316-ESMLS,20,1,1,0,33.15
9778-OGKQZ,7,1,1,0,92.0
7408-OFWXJ,14,1,0,0,89.8
6007-TCTST,18,1,0,0,115.8
2252-NKNSI,18,1,0,0,85.15
8713-IGZSO,19,1,0,0,24.85
7905-TVXTA,19,1,0,0,64.35
7695-PKLCZ,20,1,1,0,20.5
2382-BCKQJ,24,1,0,0,100.15
8374-UULRV,21,1,0,0,86.05
2207-NHRJK,15,1,0,0,50.8
3224-DFQNQ,16,1,0,0,89.0
5275-PMFUT,6,1,0,0,64.8
4795-UXVCJ,5,1,0,0,19.8
9777-IQHWP,23,1,0,0,93.4
0947-MUGVO,12,1,0,0,73.65
9944-HKVVB,13,1,0,1,95.1
4124-MMETB,20,1,0,0,94.65
3671-SHRSP,1,1,0,0,80.6
0979-MOZQI,15,1,0,0,39.0
2732-ISEZX,19,1,0,1,20.5
3313-QKNKB,13,1,0,0,85.55
0323-XWWTN,16,1,1,0,26.4
1937-OTUKY,1,1,0,0,98.2
1573-LGXBA,17,1,2,0,97.55
1764-VUUMT,7,1,0,0,19.95
5073-WXOYN,15,1,0,0,50.8
4713-ZBURT,19,1,0,0,99.7
3050-GBUSH,4,1,0,0,34.8
0207-MDKNV,8,1,0,0,105.1
7876-AEHIG,16,1,0,0,60.15
7945-HLKEA,21,1,0,0,64.75
9342-VNIMQ,14,1,1,0,54.65
9851-KIELU,2,1,0,0,110.1
3523-BRGUW,7,1,0,0,19.3
3908-BLSYF,19,1,0,0,83.9
3199-NPKCN,13,1,0,0,111.25
5170-PTRKA,8,1,0,0,35.8
4661-NJEUX,17,1,0,0,20.05
2123-AGEEN,7,1,0,0,84.35
1258-YMZNM,5,1,0,0,110.5
0048-LUMLS,16,1,0,0,91.2
7549-MYGPK,15,1,1,0,100.55
5898-IGSLP,19,1,0,0,89.3
3804-RVTGV,8,1,0,0,103.85
6259-WJQLC,2,1,0,0,81.1
9227-LUNBG,16,1,0,0,24.6
7997-EASSD,9,0,0,0,0.0
0730-KOAVE,11,1,0,0,94.3
8975-SKGRX,11,0,0,0,0.0
0678-RLHVP,24,1,0,0,105.55
4315-MURBD,8,1,0,0,98.9
2267-FPIMA,1,1,1,0,94.4
1051-GEJLJ,6,1,0,0,19.5
9734-YWGEX,23,1,0,0,98.3
2719-BDAQO,22,1,0,0,93.85
5285-MVEHD,3,1,1,0,105.6
0379-DJQHR,6,1,1,0,81.35
0781-LKXBR,20,1,0,0,100.5
5543-QDCRY,18,1,0,0,56.4
0297-RBCSG,18,1,1,0,65.35
4694-PHWFW,7,1,0,0,19.95
0835-JKADZ,13,1,0,0,111.25
1907-UBQFC,1,1,0,0,72.85
7508-SMHXL,4,1,0,0,89.0
3865-YIOTT,12,1,1,0,106.1
5993-BQHEA,15,1,0,0,20.05
6024-RUGGH,2,1,0,0,25.2
6513-EECDB,15,1,0,0,73.55
3956-CJUST,2,1,0,0,75.4
4079-WWQQQ,15,1,0,0,65.55
6103-BOCOU,16,1,0,0,80.7
5149-TGWDZ,21,1,0,0,104.55
7471-WNSUF,24,1,1,0,24.15
8942-DBMHZ,10,1,0,0,20.45
4301-VVZKA,22,1,0,0,75.4
9199-PWQVC,16,1,0,0,79.7
4824-GUCBY,15,1,0,0,81.7
5393-HJZSM,15,1,0,0,76.3
7074-IEVOJ,22,1,0,0,79.4
9625-QSTYE,2,1,0,0,81.15
0862-PRCBS,18,1,0,0,103.75
8812-ZRHFP,24,1,0,0,86.45
5146-CBVOE,16,1,0,0,75.1
0454-OKRCT,9,1,0,0,80.6
5787-KXGIY,11,0,0,0,0.0
4750-ZRXIU,15,1,0,0,84.6
4198-VFOEA,15,1,0,0,33.6
6630-UJZMY,23,1,0,0,83.25
5709-LVOEQ,24,1,0,0,80.85
6400-BWQKW,3,1,0,0,79.05
2692-AQCPF,8,1,0,0,108.05
0347-UBKUZ,14,1,0,0,19.9
0835-DUUIQ,14,1,0,0,21.05
0811-GSDTP,21,1,0,0,30.15
7567-ECMCM,8,1,0,0,79.85
6115-ZTBFQ,21,0,0,0,0.0
6353-BRMMA,8,1,0,0,104.1
6680-WKXRZ,19,1,0,0,74.4
6231-WFGFH,20,1,0,0,20.5
9904-EHEVJ,1,1,0,0,91.35
7028-DVOIQ,16,1,0,0,99.05
6169-PPETC,5,1,0,0,20.5
4208-UFFGW,24,1,1,0,44.95
8584-KMVXD,15,1,0,0,75.6
8467-WYNSR,23,1,0,0,55.1
0851-DFJKB,5,1,0,0,58.95
5382-SOYZL,6,1,1,0,95.1
9448-REEVD,1,1,0,0,44.7
3261-CQXOL,5,1,0,0,25.45
8388-FYNPZ,5,1,0,0,56.75
4002-BQWPQ,14,1,0,0,81.75
5651-YLPRD,11,1,0,0,86.1
2826-DXLQO,21,1,0,0,29.8
4378-BZYFP,12,1,0,0,20.5
9489-UTFKA,17,1,1,0,60.9
4849-PYRLQ,19,1,0,0,73.25
9117-SHLZX,16,1,0,0,45.7
9889-TMAHG,13,1,0,0,100.3
4541-RMRLG,13,1,0,0,19.25
7764-BDPEE,3,1,0,0,20.85
3429-IFLEM,23,1,0,1,77.35
3158-MOERK,3,0,0,0,0.0
7294-TMAOP,2,1,0,0,90.55
5002-GCQFH,20,1,0,0,93.85
0556-FJEGU,24,1,0,0,70.1
8919-FYFQZ,23,1,0,0,30.35
0604-THJFP,4,1,0,0,75.95
2834-JRTUA,13,1,0,0,108.05
5875-YPQFJ,16,1,0,0,69.9
5879-SESNB,6,1,0,0,75.25
6646-QVXLR,20,1,0,0,103.75
6461-PPAXN,19,1,0,0,54.95
3318-ISQFQ,18,1,1,0,19.5
1106-HRLKZ,13,1,0,0,19.6
2483-XSSMZ,13,1,0,0,47.85
8603-IJWDN,22,1,0,0,86.6
8165-ZJRNM,12,1,0,0,23.75
9369-XFEHK,20,1,1,0,80.6
2604-XVDAM,4,1,0,0,43.8
3717-OFRTN,17,1,0,0,19.75
9046-JBFWA,19,1,0,0,19.15
3280-NMUVX,20,1,0,0,19.6
1206-EHBDD,4,1,0,0,80.3
8361-LBRDI,3,1,0,0,24.35
4883-KCPZJ,6,1,0,0,25.25
9108-EQPNQ,14,1,0,0,26.1
7277-KAMWT,16,1,0,0,20.0
3842-IYKUE,19,0,0,0,0.0
6641-XRPSU,6,1,0,0,70.0
1374-DMZUI,12,1,0,0,94.3
2545-LXYVJ,10,1,0,0,20.7
3234-VKACU,8,1,0,0,70.3
8357-EQXFO,20,1,0,0,95.35
1989-PRJHP,2,1,0,0,75.5
8120-JDCAM,12,1,0,0,69.55
8917-FAEMR,4,1,0,0,19.85
7047-YXDMZ,10,1,2,0,20.0
2858-EIMXH,12,1,0,0,95.85
9524-EGPJC,13,1,0,0,90.1
6993-OHLXR,18,1,0,0,68.95
8818-XYFCQ,18,0,0,0,0.0
6419-ZTTLE,22,1,0,1,20.75
0929-HYQEW,7,1,0,0,50.15
6614-YOLAC,4,1,0,0,58.65
7426-RHZGU,19,1,0,0,95.9
4065-JJAVA,5,1,0,0,49.5
4695-VADHF,1,1,0,0,57.45
3863-IUBJR,11,1,0,0,53.65
7649-SIJJF,20,1,1,0,80.1
9361-YNQWJ,15,1,0,0,24.4
3748-FVMZZ,11,1,0,0,40.05
9391-TTOYH,1,1,0,0,19.5
1452-XRSJV,10,1,0,0,51.05
3422-WJOYD,17,1,0,0,54.35
8242-SOQUO,5,1,1,0,84.7
7460-ITWWP,13,1,0,0,86.1
7147-AYBAA,8,1,0,0,70.35
7868-TMWMZ,7,1,0,0,110.0
4822-RVYBB,16,1,1,0,100.6
6732-FZUGP,22,1,0,1,94.9
8436-BJUMM,17,1,0,0,83.75
4184-TJFAN,19,1,0,0,88.3
8329-GWVPJ,9,1,0,0,69.75
1352-VHKAJ,21,1,0,0,71.6
4145-UQXUQ,17,1,0,0,92.1
2632-TACXW,21,1,0,1,23.65
8146-QQKZH,11,1,0,0,81.85
1767-CJKBA,14,1,0,0,25.1
6445-TNRXS,16,1,0,0,114.7
4581-LNWUM,12,1,0,0,49.15
4869-EPIUS,2,1,0,0,80.9
9948-YPTDG,21,1,0,0,79.45
1236-WFCDV,4,1,0,0,90.45
1915-OAKWD,9,1,0,0,19.3
7296-PIXQY,24,1,0,1,70.2
4883-QICIH,6,1,0,0,69.75
3354-OADJP,23,1,0,0,54.25
3524-WQDSG,14,1,0,0,99.3
0810-DHDBD,11,1,0,0,74.0
4026-SKKHW,15,1,0,0,50.25
2829-HYVZP,17,1,1,0,19.8
8329-IBCTI,16,1,0,0,19.65
1271-SJBGZ,23,1,0,0,43.65
3845-JHAMY,19,1,0,0,35.5
7013-PSXHK,3,1,0,0,80.75
5669-SRAIP,18,1,0,0,39.5
5981-ITEMU,4,1,0,0,97.1
3486-NPGST,10,1,0,0,19.55
6941-PMGEP,6,0,0,0,0.0
1624-WOIWJ,20,1,0,0,84.7
2074-GKOWZ,6,1,0,0,89.55
0376-YMCJC,10,1,0,0,90.6
6100-FJZDG,14,1,0,0,20.05
4829-ZLJTK,18,1,0,0,112.4
1730-VFMWO,10,1,0,0,50.2
7143-BQIBA,24,1,0,0,62.25
3800-LYTRK,8,1,0,0,55.7
0634-SZPQA,7,1,0,0,90.05
9646-NMHXE,13,0,1,0,0.0
7030-NJVDP,2,1,0,0,89.25
5536-RTPWK,10,1,0,0,99.05
8883-GRDWQ,15,1,0,0,54.0
6166-ILMNY,20,1,1,0,69.75
3097-NNSPB,14,1,0,0,49.05
7771-ZONAT,3,1,0,0,56.75
0655-RBDUG,9,1,0,0,98.05
2111-DWYHN,6,1,0,0,21.1
4194-WHFCB,3,0,0,0,0.0
4121-AGSIN,12,1,0,0,24.5
4361-BKAXE,7,1,0,0,114.5
9845-PEEKO,24,1,1,0,79.2
0455-XFASS,5,1,0,0,69.55
0301-KOBTQ,12,1,0,0,20.05
1751-NCDLI,18,1,0,0,98.85
4367-NUYAO,2,1,0,0,25.75
9878-TNQGW,3,1,1,0,80.95
9170-ARBTB,18,1,0,0,19.6
4441-NIHPT,6,1,0,0,74.3
8999-BOHSE,2,1,0,0,89.7
7241-AJHFS,18,1,0,0,87.65
7029-RPUAV,7,1,0,1,100.45
4546-FOKWR,21,1,0,0,74.75
9036-CSKBW,2,1,0,0,107.45
5832-TRLPB,9,1,0,0,75.35
8590-YFFQO,19,1,0,0,64.95
8659-IOOPU,3,1,0,0,100.45
1338-CECEE,22,1,0,0,68.5
7439-DKZTW,12,1,0,0,80.55
4646-QZXTF,17,1,0,0,81.25
4607-CHPCA,6,1,0,0,90.4
9742-XOKTS,16,1,0,0,89.55
6921-OZMFH,18,1,0,0,55.7
9578-FOMUK,1,1,0,0,24.8
4712-UYOOI,17,1,1,0,20.0
8824-RWFXJ,16,1,0,0,56.15
7722-CVFXN,10,1,0,0,105.2
8717-VCTXJ,21,1,0,0,19.55
7363-QTBIW,22,1,0,0,79.75
4159-NAAIX,17,1,0,0,97.45
0971-QIFJK,7,1,0,0,24.25
9397-TZSHA,6,1,0,0,24.6
3391-JSQEW,9,1,0,0,50.15
0343-QLUZP,21,1,0,0,39.6
9763-PDTKK,3,1,0,0,94.4
2176-LVPNX,10,1,0,0,89.85
7627-JKIAZ,24,1,0,0,78.95
3312-UUMZW,11,1,0,0,98.85
1271-UODNO,9,1,0,0,53.85
8461-EFQYM,24,1,0,0,24.25
6900-RBKER,16,1,0,0,89.45
6891-JPYFF,23,0,1,0,0.0
1459-QNFQT,10,1,0,0,59.5
1047-NNCBF,22,1,0,0,70.55
3696-XRIEN,19,0,0,0,0.0
4081-DYXAV,2,1,0,0,44.85
0074-HDKDG,23,1,0,0,61.6
8791-GFXLZ,8,1,0,0,49.05
8111-SLLHI,9,1,0,0,105.65
0927-LCSMG,3,1,0,0,74.65
9330-DHBFL,11,1,0,1,66.25
0098-BOWSO,8,1,0,0,19.4
3452-ABWRL,13,1,0,0,86.05
5859-HZYLF,24,1,0,0,19.15
8257-RZAHR,10,1,0,0,64.7
5293-WXJAK,9,1,1,0,104.05
3156-QLHBO,10,1,1,0,19.25
2208-NQBCT,19,1,0,0,81.95
1779-PWPMG,19,1,0,0,114.65
6621-NRZAK,17,1,1,0,20.0
0831-JNISG,7,1,0,0,19.8
0774-IFUVM,14,1,0,0,65.15
3082-WQRVY,15,1,0,0,19.65
9553-DLCLU,2,1,0,0,88.95
1641-BYBTK,15,1,0,0,20.2
2460-NGXBJ,6,1,0,0,75.2
2446-ZKVAF,7,1,0,0,56.8
0841-NULXI,3,0,0,0,0.0
3522-CDKHF,18,0,0,0,0.0
1430-SFQSA,9,1,0,0,35.6
0411-EZJZE,13,1,0,0,60.25
7851-WZEKY,16,1,0,0,95.15
8844-TONUD,11,1,0,0,96.65
8807-ARQET,21,0,0,0,0.0
8992-CEUEN,24,1,1,0,18.85
4320-QMLLA,4,1,0,0,54.85
8777-PVYGU,6,1,0,0,64.3
8292-ITGYJ,5,1,1,0,24.65
6870-ZWMNX,11,1,0,0,76.1
0621-CXBKL,3,1,0,0,18.7
5268-DSMNQ,23,1,0,0,97.95
5334-JLAXU,23,1,0,0,94.1
4086-YQSNZ,7,1,0,0,80.4
6242-MBHPK,19,1,0,0,95.1
5868-CZJDR,13,1,0,0,31.35
9359-UGBTK,11,1,0,0,72.35
0135-NMXAP,6,1,0,0,89.75
4782-OSFXZ,11,1,0,0,82.7
6479-OAUSD,6,0,0,0,0.0
7129-ACFOG,10,1,0,0,53.8
4189-NAKJS,1,1,0,0,51.55
5562-BETPV,3,1,0,0,19.65
1282-IHQAC,22,1,0,0,44.05
9127-FHJBZ,8,1,0,0,114.0
6270-OMFIW,10,1,1,0,94.4
1641-RQDAY,24,1,0,0,100.4
0107-WESLM,1,1,0,0,19.85
6994-ORCWG,10,1,0,0,54.25
1346-UFHAX,4,1,0,0,80.0
3992-YWPKO,9,1,0,0,109.9
2933-XEUJM,3,1,0,0,79.2
0125-LZQXK,8,1,0,1,101.35
5461-QKNTN,8,1,0,0,94.3
4835-YSJMR,7,1,0,0,49.8
8399-YNDCH,20,1,0,0,60.05
3164-YAXFY,14,1,0,0,53.75
0887-WBJVH,14,1,0,0,93.45
4660-IRIBM,6,1,0,0,87.9
5673-FSSMF,6,1,0,0,60.15
7670-ZBPOQ,9,1,0,0,61.05
8089-UZWLX,1,1,0,0,104.05
0080-OROZO,2,1,0,0,99.25
3916-NRPAP,20,1,0,0,85.7
6807-SIWJI,4,1,0,0,104.85
8221-HVAYI,4,1,0,0,69.15
1579-KLYDT,20,1,0,0,90.45
5232-NXPAY,3,1,0,0,74.45
8967-SZQAS,9,1,0,0,50.45
4468-KAZHE,12,1,0,0,60.0
0455-ENTCR,11,1,0,0,85.25
8944-AILEF,24,1,0,1,19.45
5542-NKVRU,22,1,0,0,20.75
7126-RBHSD,22,1,0,0,78.9
5370-IIVVL,8,1,0,0,104.5
6789-HJBWG,14,1,0,0,49.4
3927-NLNRY,4,1,0,0,94.25
9087-EYCPR,21,1,0,0,25.0
6791-YBNAK,3,1,1,0,25.55
6358-LYNGM,6,1,0,0,74.9
6077-BDPXA,4,1,0,0,70.15
0013-MHZWF,15,1,0,0,69.4
5494-HECPR,3,1,0,0,80.25
8268-YDIXR,5,1,0,0,93.15
9824-BEMCV,5,1,0,0,69.0
1373-ORVIZ,4,1,0,0,66.35
4291-SHSBH,10,1,0,0,69.55
6980-IMXXE,16,1,0,0,20.2
9866-QEVEE,20,1,0,0,86.0
9897-KXHCM,19,1,1,0,80.3
0040-HALCW,9,1,1,0,20.4
0784-GTUUK,18,1,0,0,23.75
7979-CORPM,22,1,0,0,90.55
2294-DMMUS,24,1,0,0,70.45
0872-JCPIB,10,1,0,0,65.75
3055-MJDSB,17,1,0,0,24.6
9091-WTUUY,12,1,0,0,69.25
1618-CFHME,2,1,0,0,75.9
3165-HDOEW,19,1,0,0,45.85
6581-NQCBA,7,1,0,0,49.95
7115-IRDHS,1,1,0,0,24.65
8496-DMZUK,24,1,0,0,90.4
2040-VZIKE,24,1,0,0,100.85
9068-VPWQQ,17,1,0,0,75.35
0178-SZBHO,21,1,0,0,87.2
0384-RVBPI,1,0,0,0,0.0
1689-MRZQR,19,1,0,0,78.3
1299-AURJA,21,1,0,0,24.7
4525-VZCZG,4,1,0,0,105.85
1543-LLLFT,7,1,0,0,98.3
5835-BEQEU,22,1,1,0,76.95
2788-CJQAQ,8,1,0,0,19.45
5565-FILXA,1,1,0,0,96.15
0319-QZTCO,4,1,0,0,58.7
2120-SMPEX,24,1,0,0,20.15
0096-FCPUF,19,1,0,0,64.5
0668-OGMHD,6,1,0,0,28.5
5552-ZNFSJ,16,1,0,0,45.3
2223-KAGMX,11,1,0,0,19.4
6507-ZJSUR,3,1,0,0,90.45
9408-HRXRK,8,1,0,0,105.15
5593-SUAOO,23,1,0,0,83.15
7321-PKUYW,2,1,0,0,90.15
2833-SLKDQ,19,1,0,0,45.05
6766-HFKLA,10,1,0,0,103.2
7595-EUIVN,24,1,0,0,75.8
7617-EYGLW,14,1,0,0,19.45
2026-TGDHM,1,1,0,0,79.3
9220-ZNKJI,9,1,0,0,88.8
4030-VPZBD,20,1,0,0,30.9
2226-ICFDO,24,0,0,0,0.0
0723-VSOBE,18,1,0,1,34.2
5529-GIBVH,12,1,0,0,20.15
4187-CINZD,4,1,1,0,95.25
9992-UJOEL,15,0,0,0,0.0
4741-WWJQZ,15,1,0,0,80.15
6625-UTXEW,6,1,0,0,51.25
6818-WOBHJ,7,1,1,0,89.6
6244-BESBM,15,1,0,0,95.2
1004-NOZNR,20,1,0,0,94.8
1251-STYSZ,22,1,0,0,80.25
2612-PHGOX,19,1,0,0,76.1
2408-TZMJL,13,1,1,1,110.15
8480-PPONV,23,1,0,0,115.55
8780-IHCRN,23,1,0,0,24.65
4598-ZADCK,18,1,0,0,53.6
1257-SXUXQ,13,1,0,0,19.45
9681-KYGYB,14,1,0,0,88.2
7182-OVLBJ,21,1,0,0,101.15
5095-ETBRJ,18,1,0,0,56.8
7005-CYUIL,16,1,0,0,99.4
4821-WQOYN,22,1,0,0,20.1
4730-AWNAU,2,1,0,0,60.7
3452-FLHYD,8,1,0,0,20.95
2388-LAESQ,20,1,0,0,114.85
9531-NSBMR,13,1,0,0,19.25
6260-ONULR,17,1,0,0,62.8
4389-UEFCZ,20,1,0,0,105.5
8711-LOBKY,24,1,1,0,19.85
9134-CEQMF,17,1,0,0,89.5
8985-OOPOS,12,1,0,0,74.1
8800-ZKRFW,23,1,0,0,107.5
2616-FLVQC,3,1,0,0,19.55
9968-FFVVH,11,1,0,0,68.8
3108-PCCGG,10,1,0,0,84.45
7993-PYKOF,16,1,0,0,75.0
8390-FESFV,7,1,0,0,84.5
3022-BEXHZ,10,1,0,0,111.2
5027-XWQHA,6,1,0,0,44.75
6248-TKCQV,19,1,1,0,80.6
6729-GDNGC,4,1,0,0,80.7
6198-ZFIOJ,18,1,0,0,75.6
5989-OMNJE,12,1,0,0,57.6
4566-QVRRW,17,1,0,0,44.05
1291-CUOCY,13,1,0,0,110.6
9795-SHUHB,24,1,0,0,58.2
3230-IUALN,5,1,0,0,81.0
0042-RLHYP,2,1,0,0,19.7
8519-IMDHU,4,1,0,0,85.6
4945-RVMTE,7,1,0,0,59.55
0201-OAMXR,5,1,0,0,115.55
1866-NXPSP,24,1,1,0,75.55
3372-KWFBM,21,1,0,1,86.6
7831-QGOXH,1,0,0,0,0.0
6393-WRYZE,18,1,0,0,97.65
3941-XTSKM,8,1,0,0,45.1
1661-CZBAU,14,1,0,0,70.95
6599-RCLCJ,22,1,0,0,109.55
9831-BPFRI,10,1,0,0,89.55
5158-RIVOP,21,1,0,0,20.9
9788-YTFGE,6,1,0,0,19.95
9277-JOOMO,19,1,1,0,24.6
1907-YLNYW,23,1,0,0,66.7
1725-MIMXW,8,1,0,0,19.45
8947-YRTDV,6,1,0,0,94.8
3161-ONRWK,20,1,0,0,65.85
0114-RSRRW,5,1,0,0,19.95
